,,,,,,,
Condition,Time (s),X (m/s2),Y (m/s2),Z (m/s2),R (m/s2),Theta (deg),Phi (deg)
Low Carburetor,1.2249722,-0.32295,0.276,10.795951,10.804306,2.253422,139.482086
Low Carburetor,1.2274774,-0.52605,0.039,9.21195,9.227041,3.277336,175.759995
Low Carburetor,1.2299824,-0.73005,-0.24495,11.499001,11.524755,3.83119,198.547882
Low Carburetor,1.2324877,-0.873,-0.42195,9.331051,9.381294,5.932537,205.796021
Low Carburetor,1.2349925,-1.04595,-0.66105,10.245001,10.319449,6.886495,212.293259
Low Carburetor,1.2374976,-1.00695,-0.86895,9.934051,10.022694,7.625861,220.792633
Low Carburetor,1.2400026,-0.91605,-0.94605,9.01305,9.108745,8.312527,225.923004
Low Carburetor,1.2425077,-0.603,-0.91305,9.55605,9.618491,6.532129,236.558273
Low Carburetor,1.2450129,-0.498,-1.14495,8.92905,9.015923,7.960156,246.493195
Low Carburetor,1.2475178,0.67605,-0.60105,9.65205,9.694347,5.354196,318.360931
Low Carburetor,1.250023,0.48,-1.00305,9.760051,9.823192,6.499778,295.572998
Low Carburetor,1.252528,0.76995,-0.74295,10.155001,10.211211,6.014608,316.02243
Low Carburetor,1.2550331,0.41295,-0.762,9.508051,9.547471,5.208384,298.454559
Low Carburetor,1.2575382,-0.47805,-0.99105,9.166051,9.231857,6.845186,244.248871
Low Carburetor,1.2600431,-0.93795,-0.75,9.20205,9.280086,7.435534,218.646393
Low Carburetor,1.2625482,-1.04295,-0.76695,8.72595,8.821461,8.438895,216.329498
Low Carburetor,1.2650532,-1.19205,-1.212,10.092,10.234178,9.561599,225.475449
Low Carburetor,1.2675583,-0.87105,-0.855,8.700001,8.785201,7.986082,224.467239
Low Carburetor,1.2700633,-0.63195,-0.77895,11.17905,11.223961,5.127246,230.94812
Low Carburetor,1.2725682,-0.43995,-0.78795,8.496,8.543796,6.063268,240.823303
Low Carburetor,1.2750734,-0.033,-0.57,10.095,10.111134,3.237126,266.686584
Low Carburetor,1.2775786,-0.04995,-0.408,9.18105,9.190248,2.563535,263.020203
Low Carburetor,1.2800835,-0.17205,-0.30705,9.99405,10.000246,2.01703,240.736679
Low Carburetor,1.2825886,-0.531,-0.405,9.412951,9.436611,4.058206,217.333191
Low Carburetor,1.2850937,-0.56505,-0.69495,10.31505,10.353864,4.962661,230.886124
Low Carburetor,1.2875987,-0.39495,-0.204,10.446,10.455454,2.436706,207.317307
Low Carburetor,1.2901039,-0.249,-0.01995,10.509001,10.51197,1.361713,184.58078
Low Carburetor,1.2926089,-0.42105,-0.29805,10.18305,10.196108,2.900026,215.293655
Low Carburetor,1.295114,-0.498,-0.07005,10.08495,10.097482,2.854785,188.006851
Low Carburetor,1.2976189,-0.95505,-0.76905,9.67395,9.751352,7.223847,218.842606
Low Carburetor,1.3001243,-0.85695,-0.72795,9.71895,9.783775,6.599271,220.346771
Low Carburetor,1.3026291,-0.92805,-1.05105,9.549001,9.651394,8.353388,228.55632
Low Carburetor,1.3051341,-0.603,-1.056,9.882001,9.95654,7.015316,240.272644
Low Carburetor,1.3076392,-0.639,-1.27605,9.891001,9.993423,8.210136,243.399933
Low Carburetor,1.3101442,-0.153,-0.94095,8.994,9.044382,6.050418,260.764435
Low Carburetor,1.3126495,0.00405,-1.25205,9.93,10.008624,7.186408,270.185333
Low Carburetor,1.3151544,0.21495,-1.00605,9.00405,9.06263,6.518034,282.060333
Low Carburetor,1.3176594,0.31995,-0.822,9.126,9.16853,5.520771,291.26767
Low Carburetor,1.3201644,-0.105,-0.891,9.319051,9.362138,5.499074,263.278961
Low Carburetor,1.3226695,-0.21,-0.702,8.965051,8.994945,4.672525,253.345688
Low Carburetor,1.3251746,-0.435,-0.88395,10.54695,10.592863,5.336489,243.797775
Low Carburetor,1.3276796,-0.648,-0.771,8.95995,9.016376,6.413406,229.954056
Low Carburetor,1.3301846,-0.52605,-0.60105,10.582951,10.61305,4.316202,228.806992
Low Carburetor,1.3326898,-0.768,-0.843,9.613951,9.681349,6.764657,227.665482
Low Carburetor,1.3351947,-0.438,-0.34095,10.312051,10.326979,3.081086,217.898071
Low Carburetor,1.3376999,-0.53295,-0.333,9.66195,9.682365,3.721365,211.998138
Low Carburetor,1.3402048,-0.54795,-0.38805,10.31505,10.33688,3.724258,215.305557
Low Carburetor,1.34271,-0.234,-0.063,9.219001,9.222185,1.505712,195.068481
Low Carburetor,1.3452151,-0.36795,-0.11595,10.69305,10.700007,2.066207,197.490906
Low Carburetor,1.3477201,-0.52905,-0.40005,8.86695,8.891723,4.277915,217.095352
Low Carburetor,1.3502251,-0.56895,-0.501,11.059051,11.085004,3.921464,221.366165
Low Carburetor,1.35273,-0.624,-0.54195,8.781,8.81981,5.376985,220.974625
Low Carburetor,1.3552353,-0.732,-0.85305,10.39095,10.451572,6.174094,229.367188
Low Carburetor,1.3577403,-0.58095,-0.61605,9.48,9.517743,5.104228,226.679626
Low Carburetor,1.3602455,-0.70605,-1.011,9.85095,9.927833,7.135176,235.070786
Low Carburetor,1.3627504,-0.39195,-0.76695,9.451051,9.490215,5.207104,242.930679
Low Carburetor,1.3652555,0.12795,-1.05105,9.927,9.983306,6.088112,276.940765
Low Carburetor,1.3677607,0.41595,-0.53895,9.49905,9.523415,4.099306,307.660187
Low Carburetor,1.3702655,0.05895,-1.06095,10.08495,10.140775,6.014673,273.180267
Low Carburetor,1.3727707,-0.19395,-0.70695,9.48,9.508302,4.421775,254.658508
Low Carburetor,1.3752756,-0.48795,-0.70905,9.38895,9.428321,5.237907,235.465256
Low Carburetor,1.3777808,-1.134,-1.09395,9.613951,9.742214,9.307594,223.970154
Low Carburetor,1.3802857,-0.77805,-0.37905,9.154051,9.194873,5.400984,205.974396
Low Carburetor,1.382791,-0.981,-0.93405,9.946051,10.037865,7.755372,223.595596
Low Carburetor,1.385296,-0.97395,-1.24995,10.200001,10.322353,8.830485,232.0746
Low Carburetor,1.3878009,-0.65595,-1.08,9.595051,9.677896,7.502265,238.727127
Low Carburetor,1.3903061,-0.12195,-0.58905,10.18605,10.203797,3.37974,258.303406
Low Carburetor,1.3928112,-0.02895,-0.93195,8.812051,8.861241,6.039944,268.220734
Low Carburetor,1.3953162,0.573,-0.55395,9.736051,9.768617,4.679772,315.968445
Low Carburetor,1.3978212,0.10395,-0.48705,9.288,9.301342,3.069181,282.04776
Low Carburetor,1.4003264,-0.048,-0.07005,9.228001,9.228392,0.52749,235.580093
Low Carburetor,1.4028313,-0.51,-0.14895,10.02105,10.035126,3.034994,196.280914
Low Carburetor,1.4053365,-0.86805,-0.546,9.741,9.794831,6.009717,212.169724
Low Carburetor,1.4078414,-0.78,-0.207,10.32705,10.358534,4.468307,194.862823
Low Carburetor,1.4103465,-0.732,-0.09705,10.405951,10.432117,4.058929,187.552338
Low Carburetor,1.4128517,-0.65595,-0.18705,10.863001,10.884395,3.592922,195.91597
Low Carburetor,1.4153568,-0.612,0.16305,9.74295,9.763515,3.719312,165.081696
Low Carburetor,1.4178617,-0.897,-0.52005,10.98705,11.035866,5.39107,210.103699
Low Carburetor,1.4203666,-0.792,-0.40305,9.228001,9.270691,5.500642,206.971603
Low Carburetor,1.4228719,-0.91905,-1.04895,10.719001,10.809344,7.41291,228.776398
Low Carburetor,1.4253769,-0.98805,-1.365,8.623051,8.786152,11.057096,234.101242
Low Carburetor,1.4278821,-0.64605,-1.281,9.72105,9.82635,8.395454,243.23671
Low Carburetor,1.430387,-0.51,-1.27095,8.889001,8.993873,8.758225,248.135666
Low Carburetor,1.432892,0.10005,-1.29105,8.68995,8.7859,8.475469,274.431274
Low Carburetor,1.435397,0.423,-1.69995,8.809951,8.982427,11.246104,283.973175
Low Carburetor,1.4379022,1.21995,-1.12995,8.908051,9.061922,10.573599,317.193329
Low Carburetor,1.4404073,0.94905,-0.99405,9.097051,9.200281,8.591074,313.67334
Low Carburetor,1.4429122,0.37695,-0.60105,9.89595,9.92135,4.100691,302.093994
Low Carburetor,1.4454174,-0.9,-1.24995,8.22105,8.364093,10.611628,234.245026
Low Carburetor,1.4479223,-1.00995,-0.63,9.702001,9.774749,6.99465,211.955643
Low Carburetor,1.4504273,-1.065,-0.52995,9.139951,9.217036,7.415344,206.4552
Low Carburetor,1.4529326,-1.09305,-0.51105,10.963051,11.029253,6.280851,205.058197
Low Carburetor,1.4554375,-0.88305,-0.38805,10.582951,10.626815,5.207631,203.722748
Low Carburetor,1.4579426,-0.82095,-0.31005,11.614051,11.647158,4.321054,200.690155
Low Carburetor,1.4604477,-0.612,-0.10095,10.21905,10.237858,3.473502,189.366653
Low Carburetor,1.4629527,-0.43095,0.204,10.02495,10.036283,2.723042,154.668396
Low Carburetor,1.4654579,-0.33195,0.192,10.02795,10.03528,2.189995,149.954895
Low Carburetor,1.467963,-0.36105,0.273,9.505951,9.516722,2.726203,142.906052
Low Carburetor,1.4704679,-0.62205,-0.41205,10.05195,10.079605,4.245194,213.520752
Low Carburetor,1.4729729,-0.639,-0.22305,9.444,9.468221,4.099067,199.242096
Low Carburetor,1.4754781,-0.93795,-1.023,11.004001,11.091182,7.188619,227.483459
Low Carburetor,1.4779834,-0.711,-0.522,8.982,9.025206,5.60857,216.285263
Low Carburetor,1.4804882,-0.83505,-1.04205,9.99405,10.082868,7.610534,231.292953
Low Carburetor,1.4829932,-0.66,-0.96495,8.424001,8.504735,7.900974,235.628922
Low Carburetor,1.4854983,-0.459,-1.15695,10.00395,10.081083,7.092211,248.360153
Low Carburetor,1.4880033,0.78195,-0.70695,8.709001,8.772566,6.901545,317.883698
Low Carburetor,1.4905086,0.786,-0.81,10.80105,10.85986,5.96552,314.138458
Low Carburetor,1.4930135,0.37695,-1.07505,9.35295,9.422075,6.944611,289.322449
Low Carburetor,1.4955184,0.198,-0.34305,9.702001,9.710083,2.337913,299.992493
Low Carburetor,1.4980236,-1.14105,-1.36005,9.15705,9.327557,10.97205,230.004135
Low Carburetor,1.5005285,-0.74895,-0.36195,9.030001,9.068233,5.263098,205.793396
Low Carburetor,1.5030336,-0.957,-0.78105,9.622951,9.701911,7.31491,219.219406
Low Carburetor,1.5055388,-1.09605,-1.137,10.21695,10.338286,8.786864,226.050583
Low Carburetor,1.5080439,-0.82995,-0.94605,9.504001,9.586963,7.543115,228.740189
Low Carburetor,1.5105488,-0.55305,-0.82905,10.344001,10.391898,5.503171,236.293198
Low Carburetor,1.513054,-0.435,-0.80505,8.644951,8.693245,6.042183,241.615906
Low Carburetor,1.515559,0.339,-0.408,9.741,9.755433,3.117029,309.722595
Low Carburetor,1.5180639,0.33195,-0.54195,9.592051,9.613081,3.790597,301.487915
Low Carburetor,1.5205692,0.27195,-0.26595,9.934051,9.94133,2.192763,315.639069
Low Carburetor,1.5230742,-0.46905,-0.42705,9.58005,9.601028,3.788272,222.316528
Low Carburetor,1.5255793,-0.78,-0.41205,10.035001,10.0737,5.023792,207.846115
Low Carburetor,1.5280843,-0.93795,-0.432,9.89595,9.949684,5.957332,204.729797
Low Carburetor,1.5305893,-0.696,0.07995,10.474951,10.498352,3.82628,173.447113
Low Carburetor,1.5330944,-0.73395,0.02505,10.915051,10.939728,3.849139,178.045227
Low Carburetor,1.5355995,-0.77295,-0.12795,10.389001,10.418501,4.312706,189.3992
Low Carburetor,1.5381045,-0.96705,-0.75195,10.485001,10.556318,6.663856,217.867599
Low Carburetor,1.5406095,-0.72,-0.69495,9.666,9.71766,5.910523,223.985748
Low Carburetor,1.5431144,-0.80595,-1.248,9.882001,9.993048,8.549573,237.145905
Low Carburetor,1.5456195,-0.56505,-1.34595,8.941051,9.059428,9.272477,247.226608
Low Carburetor,1.5481247,-0.13905,-1.27905,9.81,9.894009,7.471705,263.795532
Low Carburetor,1.5506297,0.07995,-1.20705,8.58705,8.67184,8.018757,273.78949
Low Carburetor,1.5531347,0.396,-1.41,9.274051,9.388979,8.973998,285.687439
Low Carburetor,1.5556399,0.36795,-1.05795,8.499001,8.572495,7.507939,289.177429
Low Carburetor,1.5581448,0.609,-0.88905,8.745001,8.811148,7.025041,304.411163
Low Carburetor,1.5606501,-0.189,-0.87705,9.348001,9.390956,5.482228,257.83902
Low Carburetor,1.5631551,-0.46605,-1.035,8.809951,8.882773,7.341657,245.758453
Low Carburetor,1.5656602,-0.49005,-0.54405,10.05405,10.080678,4.16537,227.989227
Low Carburetor,1.5681651,-0.672,-0.66405,9.456,9.503078,5.705438,224.659073
Low Carburetor,1.5706704,-0.861,-0.57795,10.31505,10.367044,5.74078,213.871658
Low Carburetor,1.5731754,-0.54795,-0.07695,10.67595,10.690279,2.966891,187.993912
Low Carburetor,1.5756803,-0.627,0.10095,10.82505,10.843663,3.357538,170.853592
Low Carburetor,1.5781854,-0.723,-0.156,10.83705,10.862262,3.904449,192.175919
Low Carburetor,1.5806904,-0.663,-0.16095,10.375051,10.397459,3.762339,193.645172
Low Carburetor,1.5831956,-0.45195,0.26895,9.90795,9.921899,3.038475,149.243637
Low Carburetor,1.5857009,-0.711,-0.441,9.32205,9.359521,5.12866,211.809387
Low Carburetor,1.5882058,-0.73905,-0.75,8.99205,9.053489,6.67876,225.421326
Low Carburetor,1.5907106,-0.696,-1.035,9.942,10.019931,7.150584,236.080597
Low Carburetor,1.5932157,-0.49995,-0.76395,8.596951,8.645295,6.062104,236.798157
Low Carburetor,1.5957208,-0.40905,-1.05405,10.267051,10.329118,6.284253,248.790039
Low Carburetor,1.5982257,-0.31095,-1.236,8.72805,8.820615,8.307896,255.878708
Low Carburetor,1.600731,0.291,-0.75195,10.387051,10.418298,4.438664,291.156128
Low Carburetor,1.603236,0.37995,-0.57495,9.264001,9.289598,4.254411,303.458313
Low Carburetor,1.6057409,0.222,-0.738,9.70005,9.730617,4.542562,286.741974
Low Carburetor,1.6082461,-0.46605,-0.738,10.116,10.153585,4.931415,237.727417
Low Carburetor,1.6107513,-0.38295,-0.25695,9.87705,9.887811,2.673275,213.860641
Low Carburetor,1.6132561,-1.029,-0.561,9.595051,9.666363,6.963932,208.598755
Low Carburetor,1.6157613,-1.11,-0.89805,9.766951,9.870761,8.316943,218.974731
Low Carburetor,1.6182663,-0.95505,-0.73995,10.87005,10.936985,6.342143,217.76767
Low Carburetor,1.6207713,-0.76995,-0.654,9.528001,9.581406,6.052233,220.344772
Low Carburetor,1.6232765,-0.65805,-0.87405,11.112,11.16573,5.623122,233.024841
Low Carburetor,1.6257814,-0.58395,-0.84795,8.797951,8.857988,6.674618,235.446335
Low Carburetor,1.6282864,-0.26805,-0.642,9.87705,9.901522,4.029051,247.338318
Low Carburetor,1.6307915,0.171,-0.31005,8.262,8.269584,2.453995,298.877777
Low Carburetor,1.6332966,0.28605,-0.348,9.846001,9.8563,2.619577,309.419617
Low Carburetor,1.6358017,-0.297,-0.96,8.254951,8.315889,6.94057,252.809235
Low Carburetor,1.6383066,0.12405,-0.348,10.882051,10.88832,1.944407,289.619385
Low Carburetor,1.6408118,0.13095,-0.42195,9.56805,9.578245,2.64375,287.241455
Low Carburetor,1.6433169,-0.12405,0.05595,11.112,11.112834,0.70165,155.723297
Low Carburetor,1.645822,-0.78195,-0.13995,8.42895,8.4663,5.383868,190.14711
Low Carburetor,1.6483269,-1.02405,-0.32595,10.606951,10.661254,5.785367,197.656021
Low Carburetor,1.6508322,-1.36605,-1.161,9.327001,9.497734,10.880268,220.361069
Low Carburetor,1.653337,-1.23495,-1.08705,10.308001,10.43847,9.068327,221.355469
Low Carburetor,1.6558422,-0.88005,-0.975,9.52995,9.620034,7.847154,227.930099
Low Carburetor,1.6583472,-0.68895,-1.164,10.17105,10.260595,7.575099,239.379501
Low Carburetor,1.6608522,0.126,-0.90495,8.817,8.864215,5.916258,277.926575
Low Carburetor,1.6633574,0.19095,-1.25505,9.85305,9.934496,7.341683,278.65094
Low Carburetor,1.6658623,1.03995,-0.64905,9.279,9.359627,7.525926,328.031036
Low Carburetor,1.6683676,0.81495,-0.84795,9.70005,9.771087,6.913046,313.863129
Low Carburetor,1.6708724,-0.12705,-0.99405,9.501,9.553706,6.021155,262.716492
Low Carburetor,1.6733775,-0.849,-0.735,8.52495,8.598593,7.504122,220.883545
Low Carburetor,1.6758826,-1.19895,-0.81705,10.04895,10.15315,8.215659,214.2733
Low Carburetor,1.6783878,-1.23705,-0.78795,8.568001,8.692629,9.713834,212.495468
Low Carburetor,1.6808927,-1.23495,-0.84795,10.614,10.719194,8.033555,214.474548
Low Carburetor,1.6833978,-0.84195,-0.30495,9.51105,9.553112,5.378588,199.910126
Low Carburetor,1.685903,-0.61995,-0.204,11.253,11.271911,3.319302,198.214249
Low Carburetor,1.6884079,-0.57195,-0.40995,9.504001,9.530016,4.234523,215.631378
Low Carburetor,1.6909131,-0.00495,0.159,10.62405,10.625241,0.857978,91.783157
Low Carburetor,1.6934179,0.351,0.11805,10.923,10.929276,1.941788,18.589069
Low Carburetor,1.695923,-0.012,0.05595,10.080001,10.080163,0.325057,102.105247
Low Carburetor,1.6984282,-0.59595,-0.582,10.264951,10.298694,4.63933,224.321503
Low Carburetor,1.7009332,-0.825,-0.67095,8.85495,8.918572,6.84785,219.120514
Low Carburetor,1.7034383,-0.97905,-0.999,10.36305,10.457025,7.687123,225.57785
Low Carburetor,1.7059432,-0.81795,-0.69495,8.24505,8.314617,7.416879,220.352036
Low Carburetor,1.7084484,-0.89205,-1.13505,9.669001,9.776178,8.491858,231.835754
Low Carburetor,1.7109535,-0.75405,-1.28295,8.20395,8.337827,10.281261,239.555252
Low Carburetor,1.7134584,-0.294,-0.86505,9.787951,9.8305,5.332743,251.228912
Low Carburetor,1.7159635,0.61905,-0.75495,9.22395,9.275475,6.041924,309.351349
Low Carburetor,1.7184685,0.822,-0.75705,10.147051,10.208401,6.28469,317.355377
Low Carburetor,1.7209736,0.51405,-0.924,10.123051,10.178123,5.962989,299.088562
Low Carburetor,1.7234788,0.09705,-0.243,9.870001,9.873468,1.518524,291.770905
Low Carburetor,1.7259836,-1.17195,-1.14495,9.103951,9.250205,10.202127,224.332336
Low Carburetor,1.7284889,-1.13895,-0.795,9.56805,9.668341,8.259754,214.915482
Low Carburetor,1.7309937,-0.97905,-0.546,9.63,9.695027,6.639769,209.14769
Low Carburetor,1.7334989,-1.11495,-1.08,10.305,10.421254,8.566165,224.087753
Low Carburetor,1.7360039,-0.75105,-0.77895,9.72105,9.781087,6.351472,226.044693
Low Carburetor,1.7385092,-0.58395,-0.798,10.77,10.8153,5.245869,233.804565
Low Carburetor,1.7410141,-0.222,-0.81,9.138,9.176516,5.251282,254.67308
Low Carburetor,1.7435192,0.25005,-0.35505,10.059,10.06837,2.472035,305.155762
Low Carburetor,1.7460243,0.09195,-0.345,9.007951,9.015024,2.269865,284.923676
Low Carburetor,1.7485293,-0.213,-0.44595,9.927,9.939294,2.85005,244.46936
Low Carburetor,1.7510345,-0.71505,-0.80505,9.01095,9.075055,6.814199,228.388336
Low Carburetor,1.7535393,-0.43095,-0.10095,10.33905,10.34852,2.451362,193.183823
Low Carburetor,1.7560445,-0.61995,-0.441,10.00605,10.034932,4.348075,215.426056
Low Carburetor,1.7585497,-0.38505,-0.11595,10.948951,10.956333,2.103475,196.758606
Low Carburetor,1.7610546,-0.11505,0.309,9.787951,9.793503,1.929453,110.421814
Low Carburetor,1.7635596,-0.77295,-0.36705,11.049001,11.082085,4.42837,205.401596
Low Carburetor,1.7660648,-1.01205,-0.75705,9.115951,9.203147,7.893368,216.797821
Low Carburetor,1.7685698,-1.002,-0.85305,10.569,10.650609,7.097354,220.409317
Low Carburetor,1.7710748,-1.05495,-1.233,8.57295,8.725175,10.718307,229.449829
Low Carburetor,1.7735798,-0.85395,-1.248,10.441951,10.55088,8.240262,235.617935
Low Carburetor,1.7760848,-0.531,-1.00605,8.20695,8.285417,7.891603,242.174606
Low Carburetor,1.7785901,-0.32805,-1.37895,10.15005,10.248543,7.949817,256.618164
Low Carburetor,1.781095,0.35805,-1.55595,8.664001,8.809885,10.441387,282.959106
Low Carburetor,1.7836001,1.011,-0.951,9.585,9.684976,8.239666,316.751617
Low Carburetor,1.786105,0.822,-1.18305,8.580001,8.700098,9.531102,304.792114
Low Carburetor,1.7886101,0.339,-0.96795,8.965051,9.023523,6.526213,289.301514
Low Carburetor,1.7911152,-0.49005,-1.161,9.48,9.563393,7.57199,247.115723
Low Carburetor,1.7936202,-0.85695,-0.783,8.434051,8.513557,7.836516,222.418121
Low Carburetor,1.7961254,-0.93495,-0.79995,9.97305,10.048671,7.03358,220.550537
Low Carburetor,1.7986304,-0.816,-0.49905,9.328951,9.377859,5.854175,211.449158
Low Carburetor,1.8011355,-0.66,-0.11805,11.01795,11.038332,3.482397,190.1409
Low Carburetor,1.8036405,-0.636,-0.10605,9.601951,9.623575,3.841704,189.466705
Low Carburetor,1.8061458,-0.462,0.08205,11.107051,11.116958,2.419051,169.929413
Low Carburetor,1.8086506,-0.366,0.132,10.035001,10.042541,2.220349,160.167877
Low Carburetor,1.8111557,-0.237,0.42705,10.51605,10.527386,2.659106,119.028969
Low Carburetor,1.8136607,-0.72495,-0.36495,10.257001,10.289063,4.524329,206.721329
Low Carburetor,1.8161659,-0.81105,-0.37695,9.528001,9.569885,5.362534,204.92749
Low Carburetor,1.8186709,-1.07205,-0.97005,10.993951,11.088609,7.491822,222.140533
Low Carburetor,1.8211759,-0.79905,-0.54195,9.115951,9.166938,6.045848,214.146805
Low Carburetor,1.8236811,-0.84,-0.85695,10.095,10.166071,6.778907,225.572281
Low Carburetor,1.8261861,-0.79905,-1.21905,8.950951,9.068852,9.248964,236.756378
Low Carburetor,1.8286911,-0.36405,-0.60105,9.52005,9.54595,4.2216,238.797134
Low Carburetor,1.8311961,0.05895,-0.903,9.07995,9.124932,5.691405,273.735107
Low Carburetor,1.8337014,0.49395,-0.867,9.448951,9.501492,6.028249,299.671173
Low Carburetor,1.8362063,0.62595,-0.798,10.38195,10.431372,5.579492,308.110596
Low Carburetor,1.8387113,0.19305,-0.87195,9.75,9.790815,5.233491,282.483917
Low Carburetor,1.8412164,-0.13395,-0.77895,9.702001,9.734142,4.657408,260.242706
Low Carburetor,1.8437214,-1.029,-1.06605,9.078,9.198119,9.269743,226.013138
Low Carburetor,1.8462267,-0.99495,-0.771,9.658951,9.740622,7.424732,217.772583
Low Carburetor,1.8487315,-1.04295,-0.903,9.150001,9.253413,8.573911,220.886444
Low Carburetor,1.8512368,-0.768,-0.819,10.279051,10.340187,6.233569,226.840637
Low Carburetor,1.8537418,-0.72,-0.903,9.717,9.785392,6.778039,231.433167
Low Carburetor,1.8562467,-0.04305,-0.336,10.023001,10.028723,1.93563,262.698761
Low Carburetor,1.8587518,-0.11205,-0.37905,9.669001,9.677076,2.340925,253.531921
Low Carburetor,1.861257,-0.25395,-0.369,9.006001,9.017134,2.847439,235.463806
Low Carburetor,1.863762,-0.33705,-0.348,8.98005,8.993109,3.088067,225.915756
Low Carburetor,1.866267,-0.519,-0.62505,10.087951,10.120612,4.604365,230.296005
Low Carburetor,1.8687721,-0.15105,-0.17295,10.332001,10.334552,1.273032,228.866898
Low Carburetor,1.8712771,-0.36405,-0.36,10.777051,10.789206,2.719878,224.67952
Low Carburetor,1.873782,-0.51195,-0.05805,9.987,10.000282,2.953334,186.469131
Low Carburetor,1.8762872,-0.65805,-0.02505,10.860001,10.879948,3.470006,182.180023
Low Carburetor,1.8787923,-1.05,-0.76395,8.826,8.921009,8.369498,216.038559
Low Carburetor,1.8812973,-1.14795,-1.33605,10.39395,10.542154,9.618628,229.330444
Low Carburetor,1.8838024,-0.99105,-1.24005,7.953001,8.109878,11.287897,231.368088
Low Carburetor,1.8863075,-0.56205,-1.21395,10.399051,10.484743,7.33037,245.156204
Low Carburetor,1.8888125,-0.12705,-1.152,8.319,8.399346,7.931301,263.706482
Low Carburetor,1.8913175,0.20505,-1.152,10.321951,10.388062,6.467508,280.092651
Low Carburetor,1.8938227,0.31005,-1.377,9.22095,9.328354,8.702877,282.689301
Low Carburetor,1.8963276,0.813,-0.81195,9.891001,9.957516,6.626198,315.037018
Low Carburetor,1.8988328,0.03,-0.87705,9.02295,9.065525,5.555061,271.959076
Low Carburetor,1.9013377,-0.44295,-0.85695,9.219001,9.269333,5.973565,242.665955
Low Carburetor,1.9038427,-0.84705,-0.723,9.68295,9.746781,6.560855,220.482437
Low Carburetor,1.906348,-0.90405,-0.67305,8.982,9.052438,7.152175,216.667068
Low Carburetor,1.9088531,-0.873,-0.61305,10.68795,10.741054,5.699733,215.07782
Low Carburetor,1.911358,-0.73695,-0.23295,10.05195,10.08162,4.396811,197.541748
Low Carburetor,1.9138629,-0.53595,0.16305,11.092951,11.107087,2.891034,163.078873
Low Carburetor,1.9163682,-0.65595,-0.17595,10.107,10.129792,3.844201,195.015381
Low Carburetor,1.9188732,-0.498,0.08895,10.389001,10.40131,2.78769,169.87294
Low Carburetor,1.9213783,-0.438,0.135,9.693001,9.703831,2.707182,162.869705
Low Carburetor,1.9238833,-0.54105,-0.07995,9.81,9.825234,3.191016,188.40567
Low Carburetor,1.9263884,-0.73395,-0.62805,9.58695,9.635494,5.75374,220.554016
Low Carburetor,1.9288936,-0.97905,-1.365,10.164001,10.301877,9.384478,234.349915
Low Carburetor,1.9313986,-0.639,-0.903,8.74995,8.819601,7.205465,234.71521
Low Carburetor,1.9339036,-0.591,-1.164,10.435051,10.516391,7.130776,243.081635
Low Carburetor,1.9364085,-0.13095,-1.188,7.94295,8.032369,8.557219,263.709839
Low Carburetor,1.9389137,0,-0.97695,10.123051,10.170083,5.512422,270
Low Carburetor,1.9414186,0.50895,-0.633,8.55795,8.596408,5.421662,308.800262
Low Carburetor,1.9439238,0.81,-0.879,9.97305,10.044425,6.83449,312.660614
Low Carburetor,1.9464289,-0.04095,-0.86895,9.90795,9.946066,5.017665,267.30188
Low Carburetor,1.948934,-0.213,-0.23505,9.481951,9.487255,1.916017,227.817444
Low Carburetor,1.951439,-0.9,-0.795,9.36705,9.443709,7.305382,221.455231
Low Carburetor,1.9539438,-1.041,-0.76695,9.642,9.728312,7.637947,216.380692
Low Carburetor,1.9564492,-1.05795,-0.89595,10.450951,10.542502,7.556372,220.260391
Low Carburetor,1.9589541,-0.88995,-0.633,10.17105,10.229514,6.128615,215.423325
Low Carburetor,1.9614593,-0.73395,-0.67605,10.48995,10.537304,5.433901,222.648529
Low Carburetor,1.9639642,-0.59595,-0.75495,9.931951,9.978414,5.531339,231.712799
Low Carburetor,1.9664693,-0.30405,-0.24495,9.774,9.781796,2.28773,218.855759
Low Carburetor,1.9689742,0.01605,-0.11805,8.79105,8.791857,0.776321,277.742432
Low Carburetor,1.9714793,-0.24195,-0.28095,9.98505,9.991932,2.126609,229.265457
Low Carburetor,1.9739845,-0.64395,-0.86505,8.286,8.355884,7.415344,233.335709
Low Carburetor,1.9764894,-0.33705,-0.22095,11.038051,11.045405,2.09097,213.246475
Low Carburetor,1.9789946,-0.378,-0.393,9.262051,9.278088,3.369239,226.114563
Low Carburetor,1.9814996,-0.18705,-0.03,11.55195,11.553504,0.93962,189.111786
Low Carburetor,1.9840049,-0.624,-0.42405,9.05895,9.090312,4.760698,214.198746
Low Carburetor,1.98651,-0.864,-0.89295,10.38195,10.456039,6.824754,225.944
Low Carburetor,1.989015,-0.87795,-1.24305,9.02505,9.152459,9.57136,234.766937
Low Carburetor,1.9915198,-0.77295,-1.33095,9.552,9.675205,9.153432,239.854095
Low Carburetor,1.994025,0.243,-1.008,9.039001,9.098277,6.543887,283.553772
Low Carburetor,1.9965299,0.447,-0.80205,9.817051,9.859898,5.343388,299.131866
Low Carburetor,1.9990352,0.15705,-1.188,8.767051,8.84857,7.783312,277.53067
Low Carburetor,2.0015402,-0.49305,-1.449,9.52995,9.65208,9.124232,251.208145
