,,,,,,,
Condition,Time (s),X (m/s2),Y (m/s2),Z (m/s2),R (m/s2),Theta (deg),Phi (deg)
Healthy ,0,-0.486939,-1.113261,9.864411,9.938967,7.022275,246.375473
Healthy ,0.0021472,-0.573081,-1.634896,9.735199,9.888144,10.090444,250.682877
Healthy ,0.0042943,-0.214158,-1.673181,9.993624,10.134985,9.580701,262.706116
Healthy ,0.0064415,-0.654437,-1.816751,9.285348,9.484016,11.748077,250.189774
Healthy ,0.0085886,-0.285942,-1.768894,9.759128,9.922264,10.404105,260.817566
Healthy ,0.0107358,-0.568295,-1.922035,9.208778,9.424371,12.278895,253.528427
Healthy ,0.012883,-0.654437,-1.634896,9.304491,9.469674,10.717316,248.184128
Healthy ,0.0150302,-0.56351,-1.888535,9.716056,9.913922,11.466368,253.385712
Healthy ,0.0171773,-0.34337,-1.984248,9.811769,10.016285,11.598158,260.182312
Healthy ,0.0193245,-0.649651,-1.826322,9.893126,10.081242,11.085906,250.418732
Healthy ,0.0214717,-0.850648,-1.778465,9.529416,9.731203,11.688384,244.437988
Healthy ,0.0236188,-0.678365,-1.96032,9.615558,9.836766,12.173899,250.911911
Healthy ,0.025766,-0.2668,-2.218745,9.491131,9.75067,13.249211,263.143219
Healthy ,0.0279131,-0.309871,-1.979463,9.347562,9.559875,12.09781,261.102966
Healthy ,0.0300603,-0.539581,-2.44367,9.247063,9.57971,15.143226,257.548431
Healthy ,0.0322074,-0.290728,-2.084747,9.15135,9.390309,12.953433,262.061035
Healthy ,0.0343546,-0.458226,-2.194817,9.026923,9.301211,13.949047,258.207397
Healthy ,0.0365018,-0.333799,-2.185245,9.012567,9.279713,13.781369,261.315125
Healthy ,0.038649,-0.620937,-1.974677,9.165708,9.396547,12.726284,252.544235
Healthy ,0.0407961,-0.434297,-1.744966,9.428918,9.598855,10.797291,256.023865
Healthy ,0.0429433,-0.386441,-1.232902,9.543773,9.630835,7.709888,252.596924
Healthy ,0.0450905,-0.611366,-1.338186,9.443274,9.557193,8.855256,245.446152
Healthy ,0.0472376,-0.53001,-1.204188,9.548559,9.638774,7.845202,246.24382
Healthy ,0.0493848,-0.539581,-0.964906,10.366904,10.425684,6.086985,240.785797
Healthy ,0.0515319,-0.726222,-1.280758,10.768898,10.869081,7.785228,240.445694
Healthy ,0.0536791,-1.066002,-0.998405,10.563115,10.66361,7.872228,223.124573
Healthy ,0.0558262,-0.439083,-0.543769,11.123036,11.144973,3.595428,231.079788
Healthy ,0.0579734,-1.056431,-0.122632,10.989038,11.040382,5.527865,186.621353
Healthy ,0.0601206,-0.879362,-0.797408,9.672985,9.745552,6.996389,222.201828
Healthy ,0.0622678,-0.2333,-0.806979,9.912268,9.947799,4.844037,253.875259
Healthy ,0.0644149,-0.67358,-1.381257,10.285548,10.399715,8.497591,244.003494
Healthy ,0.0665621,-0.53001,-1.811965,10.314262,10.485616,10.372419,253.695496
Healthy ,0.0687093,-0.582652,-1.610968,10.553544,10.691678,9.220064,250.116043
Healthy ,0.0708564,-0.759721,-1.371686,9.725628,9.85122,9.158754,241.019699
Healthy ,0.0730036,-0.271585,-1.945963,9.433703,9.636145,11.76519,262.054932
Healthy ,0.0751507,-0.199801,-2.099104,9.065208,9.30721,13.094306,264.562744
Healthy ,0.0772979,-0.08016,-2.003391,8.926425,9.148829,12.659295,267.70871
Healthy ,0.0794451,-0.333799,-2.166103,9.299706,9.554472,13.260963,261.239563
Healthy ,0.0815922,-0.649651,-2.271387,8.988638,9.293915,14.725884,254.038666
Healthy ,0.0837394,-0.606581,-2.032105,9.395418,9.631784,12.719477,253.3797
Healthy ,0.0858866,-0.917647,-2.099104,9.639486,9.907977,13.368886,246.386902
Healthy ,0.0880338,-0.372084,-2.458027,9.495916,9.815945,14.670768,261.392212
Healthy ,0.0901809,-0.396012,-2.084747,9.739985,9.968465,12.290821,259.244415
Healthy ,0.0923281,-0.726222,-1.721038,9.275777,9.461998,11.386122,247.121841
Healthy ,0.0944752,-0.597009,-2.089532,9.07478,9.331355,13.467062,254.054611
Healthy ,0.0966224,-0.290728,-2.003391,9.706485,9.915339,11.780706,261.742981
Healthy ,0.0987695,-0.486939,-1.625325,9.730413,9.877234,9.891275,253.322037
Healthy ,0.1009167,-1.051646,-1.395614,10.108479,10.258414,9.807965,233.000656
Healthy ,0.1030639,-0.271585,-1.481755,10.218549,10.328993,8.386257,259.613739
Healthy ,0.105211,-0.463011,-1.060619,9.74477,9.813248,6.772655,246.416412
Healthy ,0.1073582,-1.070788,-0.845265,9.821341,9.915634,7.907928,218.287048
Healthy ,0.1095054,-0.2668,-1.275973,10.156336,10.239651,7.313944,258.18988
Healthy ,0.1116525,-0.558724,-1.089332,10.30469,10.377161,6.775376,242.846481
Healthy ,0.1137997,-0.606581,-0.893121,10.424332,10.48009,5.912943,235.816849
Healthy ,0.1159469,-0.386441,-1.103689,10.55833,10.62289,6.320062,250.703033
Healthy ,0.118094,-0.510868,-0.869193,9.811769,9.863433,5.866851,239.555145
Healthy ,0.1202412,-0.295514,-1.118046,9.37149,9.442573,7.034751,255.19458
Healthy ,0.1223884,-0.281157,-1.582254,9.644272,9.777246,9.460347,259.924072
Healthy ,0.1245355,-0.721436,-1.285544,9.696914,9.808325,8.644043,240.699234
Healthy ,0.1266827,-0.520439,-1.634896,9.960124,10.10682,9.773866,252.342087
Healthy ,0.1288298,-0.539581,-1.582254,9.806984,9.948447,9.673819,251.169556
Healthy ,0.130977,-0.472582,-1.88375,9.443274,9.640917,11.621526,255.916672
Healthy ,0.1331242,-0.314656,-1.878964,9.615558,9.802472,11.206864,260.493317
Healthy ,0.1352714,-0.774078,-1.802394,9.113065,9.32179,12.147554,246.757813
Healthy ,0.1374185,-0.587438,-1.788037,9.002995,9.197613,11.80754,251.812683
Healthy ,0.1395657,-0.544367,-1.907678,9.385847,9.593211,11.934591,254.073593
Healthy ,0.1417129,-0.544367,-1.941177,9.816555,10.02144,11.605663,254.334839
Healthy ,0.14386,-0.223729,-2.113461,10.26162,10.479389,11.701004,263.957214
Healthy ,0.1460072,-0.64008,-1.524826,9.883554,10.020949,9.498771,247.228683
Healthy ,0.1481543,-0.917647,-1.596611,9.381062,9.560102,11.106118,240.111984
Healthy ,0.1503015,-0.429512,-1.754537,9.529416,9.699105,10.733317,256.244476
Healthy ,0.1524486,-0.34337,-1.725823,9.55813,9.718757,10.431357,258.747375
Healthy ,0.1545958,-0.305085,-1.749752,9.59163,9.754695,10.491019,260.109406
Healthy ,0.156743,-0.333799,-1.783251,9.649057,9.818131,10.648469,259.397766
Healthy ,0.1588902,-0.592224,-1.467399,9.830912,9.95745,9.143981,248.021622
Healthy ,0.1610373,-0.415155,-1.563111,9.577272,9.712869,9.58505,255.125916
Healthy ,0.1631845,-0.2333,-1.606182,9.692128,9.827085,9.506486,261.735504
Healthy ,0.1653317,-0.821935,-1.496112,9.519845,9.671679,10.165776,241.216476
Healthy ,0.1674788,-0.405583,-1.58704,9.706485,9.843731,9.578854,255.664337
Healthy ,0.169626,-0.357727,-1.295115,9.921839,10.012402,7.712077,254.559189
Healthy ,0.1717731,-0.817149,-1.3669,9.902697,10.029933,9.135962,239.128525
Healthy ,0.1739202,-0.544367,-1.371686,10.252048,10.357719,8.191319,248.353851
Healthy ,0.1760675,-0.558724,-1.003191,10.146765,10.211533,6.456553,240.884506
Healthy ,0.1782146,-0.692722,-0.921835,9.945767,10.012389,6.613282,233.076599
Healthy ,0.1803618,-0.687936,-1.165903,10.242477,10.331551,7.529054,239.457428
Healthy ,0.182509,-0.544367,-1.079761,10.271192,10.342127,6.714489,243.244812
Healthy ,0.1846561,-0.735793,-0.854836,10.381261,10.442351,6.200647,229.280045
Healthy ,0.1868033,-0.845863,-1.309472,10.386046,10.502388,8.53617,237.139282
Healthy ,0.1889505,-0.726222,-1.539183,9.821341,9.967709,9.830954,244.740997
Healthy ,0.1910976,-0.534796,-1.304687,9.725628,9.827312,8.249383,247.71109
Healthy ,0.1932448,-0.180658,-1.161117,10.242477,10.309664,6.544725,261.15625
Healthy ,0.195392,-0.577867,-1.405185,9.582058,9.701768,9.010007,247.64563
Healthy ,0.1975391,-0.448654,-1.596611,9.500702,9.644366,9.901846,254.304413
Healthy ,0.1996863,-0.333799,-1.462613,9.763913,9.878494,8.735138,257.144104
Healthy ,0.2018334,-0.56351,-1.505684,9.653843,9.786793,9.45484,249.481384
Healthy ,0.2039806,-0.697508,-1.92682,9.251849,9.476068,12.488776,250.099777
Healthy ,0.2061277,-0.482154,-2.252244,9.304491,9.585334,13.90374,257.916687
Healthy ,0.2082749,-0.352941,-2.041676,9.304491,9.532395,12.553989,260.192291
Healthy ,0.2104221,-0.678365,-2.300101,8.892925,9.210579,15.091317,253.567719
Healthy ,0.2125693,-0.515653,-2.448456,8.706285,9.058711,16.034533,258.107117
Healthy ,0.2147164,-0.482154,-2.194817,8.88814,9.167809,14.188524,257.610168
Healthy ,0.2168636,-0.362513,-2.395814,9.093923,9.411204,14.919872,261.395782
Healthy ,0.2190108,-0.175872,-2.515455,9.438489,9.76952,14.957853,266.00058
Healthy ,0.2211579,-0.841077,-1.74018,9.457631,9.653105,11.550056,244.204239
Healthy ,0.2233051,-0.855434,-2.161317,9.424132,9.706561,13.855364,248.406693
Healthy ,0.2254522,-0.510868,-1.955534,10.089336,10.289791,11.327921,255.359146
Healthy ,0.2275994,-0.429512,-1.658824,9.634701,9.78589,10.084594,255.483475
Healthy ,0.2297466,-0.850648,-1.529612,9.601201,9.759425,10.331197,240.92067
Healthy ,0.2318937,-0.687936,-1.692324,10.122836,10.286351,10.229701,247.878052
Healthy ,0.2340409,-0.683151,-1.051047,9.984053,10.06244,7.156343,236.97728
Healthy ,0.2361881,-0.271585,-0.99362,10.237692,10.289381,5.745456,254.712784
Healthy ,0.2383352,-0.448654,-1.232902,10.721042,10.801022,6.976933,250.003494
Healthy ,0.2404824,-0.577867,-0.596411,10.596615,10.629106,4.481045,225.904755
Healthy ,0.2426296,-0.573081,-0.108275,10.328619,10.345073,3.231921,190.699081
Healthy ,0.2447767,-0.309871,-0.811765,10.505688,10.541558,4.727996,249.106918
Healthy ,0.2469239,-0.735793,-0.452842,10.677971,10.712868,4.625884,211.610107
Healthy ,0.249071,-0.707079,-0.165703,10.40519,10.430503,3.992529,193.189178
Healthy ,0.2512182,-0.429512,-0.419342,10.228121,10.24572,3.358704,224.313614
Healthy ,0.2533654,-0.587438,-1.127618,10.122836,10.202374,7.159057,242.482513
Healthy ,0.2555125,-0.75015,-1.261616,9.883554,9.991948,8.447153,239.264511
Healthy ,0.2576597,-0.2668,-1.118046,10.084551,10.149846,6.502522,256.578491
Healthy ,0.2598069,-0.501296,-1.634896,9.653843,9.804125,10.044827,252.953262
Healthy ,0.2619541,-0.577867,-2.056033,9.127422,9.373956,13.169539,254.301498
Healthy ,0.2641012,-0.635294,-2.089532,9.060423,9.319925,13.552363,253.088806
Healthy ,0.2662484,-0.132802,-2.079961,9.069994,9.306377,12.941346,266.346741
Healthy ,0.2683955,-0.788435,-2.276173,9.089137,9.402925,14.843625,250.894608
Healthy ,0.2705427,-0.53001,-2.261816,9.376275,9.659775,13.915488,256.811859
Healthy ,0.2726898,-0.501296,-2.166103,9.400204,9.659561,13.307141,256.969574
Healthy ,0.274837,-0.372084,-2.089532,9.084352,9.328989,13.150294,259.903137
Healthy ,0.2769842,-0.553938,-2.008176,9.203992,9.436794,12.753107,254.578934
Healthy ,0.2791314,-0.448654,-2.25703,9.457631,9.733563,13.675226,258.757263
Healthy ,0.2812785,-0.424726,-2.113461,9.524631,9.765536,12.752936,258.637054
Healthy ,0.2834257,-0.630509,-1.721038,9.754341,9.925054,10.642128,249.879501
Healthy ,0.2855729,-0.324227,-1.979463,9.562916,9.771016,11.846164,260.697784
Healthy ,0.28772,-0.53001,-1.912464,9.601201,9.804157,11.678468,254.510101
Healthy ,0.2898672,-0.53001,-1.835893,9.275777,9.470557,11.640447,253.896927
Healthy ,0.2920143,-0.386441,-1.606182,9.37149,9.515985,9.997431,256.471985
Healthy ,0.2941615,-0.396012,-1.965106,9.486345,9.695834,11.931931,258.606232
Healthy ,0.2963086,-0.429512,-1.697109,9.759128,9.9149,10.169723,255.797562
Healthy ,0.2984558,-0.534796,-1.405185,9.955338,10.068233,8.588262,249.163803
Healthy ,0.300603,-0.329013,-1.161117,9.893126,9.966462,6.95494,254.179443
Healthy ,0.3027501,-0.759721,-0.902692,10.137193,10.205622,6.638676,229.915466
Healthy ,0.3048973,-0.549153,-1.094118,10.031909,10.106328,6.95745,243.347305
Healthy ,0.3070445,-0.56351,-0.615554,9.826126,9.861502,4.85454,227.52739
Healthy ,0.3091917,-0.86022,-0.572483,10.520044,10.570669,5.609723,213.644073
Healthy ,0.3113388,-0.587438,-1.304687,11.099108,11.190955,7.345718,245.760239
Healthy ,0.313486,-0.989432,-1.156332,10.831112,10.937508,7.998216,229.447556
Healthy ,0.3156331,-0.467797,-0.428913,11.012966,11.031239,3.298238,222.517075
Healthy ,0.3177803,-0.759721,-0.232702,11.003395,11.032045,4.130194,197.029785
Healthy ,0.3199275,-0.778864,-1.141975,9.797412,9.894444,8.03072,235.704742
Healthy ,0.3220746,0.077767,-1.261616,9.491131,9.57493,7.585894,273.527283
Healthy ,0.3242218,-0.463011,-0.964906,9.74477,9.803365,6.267508,244.365921
Healthy ,0.326369,-0.678365,-1.711466,9.88834,10.058258,10.546522,248.378357
Healthy ,0.3285162,-0.372084,-2.592025,9.883554,10.224563,14.839279,261.831024
Healthy ,0.3306633,-0.831506,-1.634896,9.519845,9.694934,10.905623,243.042175
Healthy ,0.3328105,-0.405583,-2.089532,9.113065,9.358344,13.146856,259.01535
Healthy ,0.3349576,-0.515653,-2.55374,8.596215,8.982338,16.860626,258.58429
Healthy ,0.3371048,0.077767,-2.58724,8.830712,9.202247,16.336618,271.72168
Healthy ,0.3392519,-0.209372,-2.625525,8.313862,8.721096,17.578379,265.440613
Healthy ,0.3413991,-0.582652,-2.079961,8.59143,8.858803,14.112616,254.351028
Healthy ,0.3435462,-0.654437,-2.726023,9.44806,9.855218,16.526947,256.500458
Healthy ,0.3456934,-0.415155,-2.96052,9.457631,9.918861,17.541351,262.017456
Healthy ,0.3478406,-0.683151,-1.936392,9.538987,9.757489,12.148155,250.567368
Healthy ,0.3499878,-0.975075,-2.07039,9.180064,9.461019,13.998037,244.781342
Healthy ,0.3521349,-0.45344,-2.099104,9.385847,9.628394,12.887682,257.810486
Healthy ,0.3542821,-0.611366,-1.945963,9.385847,9.604929,12.260914,252.558762
Healthy ,0.3564293,-0.486939,-1.701895,9.500702,9.664207,10.554412,254.033325
Healthy ,0.3585764,-0.664008,-1.237687,10.280763,10.376265,7.779579,241.786835
Healthy ,0.3607236,-0.625723,-1.280758,10.362119,10.459702,7.832582,243.961868
Healthy ,0.3628707,-0.300299,-0.912264,10.472188,10.516136,5.240002,251.77948
Healthy ,0.3650179,-0.774078,-0.77348,10.400404,10.457814,6.006356,224.977859
Healthy ,0.3671651,-0.482154,-0.768694,10.314262,10.354099,5.027651,237.902527
Healthy ,0.3693122,-0.664008,-0.448056,10.6349,10.665025,4.307435,214.010483
Healthy ,0.3714594,-0.472582,-0.510269,10.443475,10.466607,3.809971,227.195908
Healthy ,0.3736066,-0.726222,-0.682553,10.237692,10.286088,5.560174,223.224518
Healthy ,0.3757538,-0.486939,-0.634696,10.362119,10.392952,4.414549,232.504547
Healthy ,0.3779009,-0.2668,-1.065404,10.027123,10.087094,6.250875,255.941055
Healthy ,0.3800481,-0.410369,-1.266401,10.036695,10.124595,7.55541,252.045425
Healthy ,0.3821953,-0.491725,-1.386042,10.079765,10.18649,8.301133,250.466888
Healthy ,0.3843424,-0.491725,-1.44347,9.945767,10.061993,8.716949,251.188339
Healthy ,0.3864896,-0.82672,-1.831107,9.309277,9.523605,12.17853,245.701462
Healthy ,0.3886367,-0.329013,-1.716252,9.443274,9.603603,10.484134,259.147797
Healthy ,0.3907839,-0.731007,-1.898107,9.500702,9.715993,12.084049,248.937088
Healthy ,0.392931,-0.740579,-1.826322,9.385847,9.590518,11.858235,247.927307
Healthy ,0.3950782,-0.381655,-2.166103,9.677772,9.924562,12.80412,260.007355
Healthy ,0.3972254,-0.324227,-2.046462,9.491131,9.714664,12.314895,260.997284
Healthy ,0.3993725,-0.606581,-1.826322,9.495916,9.688953,11.456262,251.626999
Healthy ,0.4015197,-0.553938,-2.027319,9.605987,9.833201,12.340935,254.717697
Healthy ,0.4036669,-0.788435,-1.85025,9.079565,9.299653,12.490008,246.920013
Healthy ,0.405814,-0.45344,-1.993819,9.582058,9.797793,12.045768,257.187561
Healthy ,0.4079612,-0.295514,-2.252244,9.845269,10.103923,12.992195,262.524994
Healthy ,0.4101084,-0.199801,-2.07039,9.605987,9.828602,12.21779,264.487793
Healthy ,0.4122555,-0.86022,-1.515255,9.280562,9.442712,10.633359,240.416153
Healthy ,0.4144027,-0.108873,-2.199602,8.940782,9.208023,13.837655,267.166351
Healthy ,0.4165498,-0.362513,-1.721038,9.227921,9.394035,10.790909,258.105316
Healthy ,0.418697,-0.482154,-1.92682,9.352347,9.560937,11.990199,255.951202
Healthy ,0.4208441,-0.415155,-1.582254,9.586843,9.725402,9.683163,255.298035
Healthy ,0.4229913,-0.53001,-1.3334,9.629914,9.736227,8.47482,248.322784
Healthy ,0.4251385,-0.577867,-1.515255,9.730413,9.864628,9.462154,249.124847
Healthy ,0.4272856,-0.582652,-1.299901,10.084551,10.184665,8.040223,245.856735
Healthy ,0.4294328,-0.735793,-0.816551,10.07498,10.13476,6.226205,227.978027
Healthy ,0.43158,-0.53001,-1.07019,9.921839,9.993453,6.863414,243.653152
Healthy ,0.4337271,-0.573081,-0.888335,10.37169,10.425426,5.819855,237.173218
Healthy ,0.4358743,-0.821935,-0.878764,10.591829,10.659955,6.481077,226.913849
Healthy ,0.4380215,-0.544367,-1.371686,10.721042,10.822134,7.837518,248.353851
Healthy ,0.4401686,-1.094716,-0.859622,10.505688,10.597492,7.547147,218.140625
Healthy ,0.4423158,-0.309871,-0.692124,10.85504,10.881495,3.996157,245.881485
Healthy ,0.444463,-0.687936,-0.515055,10.883754,10.917629,4.514708,216.822037
Healthy ,0.4466101,-1.056431,-0.73998,9.730413,9.815527,7.550838,215.009445
Healthy ,0.4487573,0.06341,-1.319044,9.902697,9.99036,7.595821,272.752228
Healthy ,0.4509045,-0.764507,-0.706481,9.830912,9.885869,6.044291,222.741028
Healthy ,0.4530516,-0.582652,-1.682752,9.543773,9.708488,10.569242,250.901611
Healthy ,0.4551988,-0.161516,-2.204388,9.48156,9.735779,13.122179,265.809418
Healthy ,0.457346,-0.506082,-1.941177,9.476774,9.686771,11.95205,255.387756
Healthy ,0.4594931,-0.486939,-2.635096,9.223135,9.604533,16.200804,259.530426
Healthy ,0.4616403,-0.386441,-2.510669,8.543573,8.913218,16.558647,261.249725
Healthy ,0.4637874,-0.472582,-2.304886,8.376076,8.700257,15.690019,258.412933
Healthy ,0.4659346,0.068195,-2.855236,8.577073,9.040089,18.417063,271.368225
Healthy ,0.4680817,-0.534796,-2.424528,8.768498,9.113227,15.809519,257.561035
Healthy ,0.4702289,-0.67358,-2.414956,8.955139,9.299476,15.640452,254.415146
Healthy ,0.4723761,-0.549153,-2.290529,9.936196,10.211567,13.336161,256.517853
Healthy ,0.4745233,-0.544367,-2.266601,9.658628,9.935941,13.56853,256.495117
Healthy ,0.4766704,-0.821935,-1.649253,9.433703,9.611991,11.052608,243.509811
Healthy ,0.4788176,-0.745364,-1.66361,9.428918,9.603523,10.942368,245.865692
Healthy ,0.4809648,-0.721436,-1.668396,9.615558,9.785855,10.704692,246.615723
Healthy ,0.4831119,-0.238086,-1.563111,10.319048,10.439481,8.711427,261.339539
Healthy ,0.4852591,-0.702293,-1.161117,10.888539,10.972771,7.103875,238.832657
Healthy ,0.4874062,-0.740579,-0.572483,10.395618,10.437675,5.145175,217.704773
Healthy ,0.4895534,-0.597009,-0.448056,10.161121,10.188501,4.201417,216.88826
Healthy ,0.4917006,-0.443869,-0.797408,10.30469,10.345024,5.061131,240.89798
Healthy ,0.4938477,-0.731007,-0.534198,10.309476,10.349156,5.018954,216.158188
Healthy ,0.4959949,-0.515653,-0.328415,10.342976,10.361028,3.382693,212.492691
Healthy ,0.4981421,-0.45344,-0.424128,10.520044,10.53835,3.377596,223.086945
Healthy ,0.5002892,-0.491725,-1.079761,10.103694,10.173117,6.697439,245.515396
Healthy ,0.5024364,-0.400798,-1.271187,9.730413,9.821279,7.799887,252.500244
Healthy ,0.5045836,-0.415155,-1.199402,9.725628,9.808096,7.435217,250.907486
Healthy ,0.5067307,-0.357727,-1.797608,9.59163,9.76518,10.818199,258.745087
Healthy ,0.5088779,-0.252443,-1.697109,9.6682,9.819266,10.063313,261.539368
Healthy ,0.5110251,-0.778864,-1.807179,9.208778,9.416694,12.062415,246.684769
Healthy ,0.5131722,-0.592224,-1.788037,9.534202,9.718477,11.175349,251.674377
Healthy ,0.5153193,-0.721436,-1.898107,9.309277,9.528164,12.304899,249.189102
Healthy ,0.5174665,-0.544367,-1.711466,9.716056,9.880648,10.472585,252.355667
Healthy ,0.5196137,-0.448654,-1.969891,10.00798,10.209869,11.413058,257.169403
Healthy ,0.5217609,-0.463011,-1.835893,9.806984,9.988084,10.927335,255.845215
Healthy ,0.523908,-0.93679,-1.644467,9.687343,9.870484,11.054425,240.331497
Healthy ,0.5260552,-0.888934,-1.673181,9.658628,9.842705,11.09835,242.019028
Healthy ,0.5282024,-0.391227,-1.96032,9.955338,10.154047,11.353693,258.713593
Healthy ,0.5303495,-0.324227,-2.041676,9.926624,10.139597,11.763934,260.976532
Healthy ,0.5324967,-0.635294,-1.610968,9.787841,9.939852,10.03321,248.477921
Healthy ,0.5346438,-0.56351,-2.056033,9.357133,9.596913,12.834735,254.672974
Healthy ,0.536791,-0.061017,-1.974677,8.955139,9.170474,12.440914,268.230133
Healthy ,0.5389382,-0.486939,-1.74018,9.11785,9.295189,11.209939,254.367249
Healthy ,0.5410854,-0.391227,-1.979463,9.189635,9.408545,12.383828,258.819977
Healthy ,0.5432325,-0.381655,-1.917249,9.165708,9.371857,12.039679,258.741638
Healthy ,0.5453797,-0.391227,-1.505684,9.59163,9.71697,9.212666,255.434738
Healthy ,0.5475268,-0.587438,-1.223331,9.759128,9.853029,7.916536,244.349884
Healthy ,0.549674,-0.544367,-1.424328,9.749556,9.868073,8.888913,249.083527
Healthy ,0.5518212,-0.463011,-1.14676,9.634701,9.713748,7.314454,248.013321
Healthy ,0.5539683,-0.491725,-1.03669,9.945767,10.011734,6.580881,244.623978
Healthy ,0.5561155,-0.778864,-1.3334,10.457831,10.571226,8.39964,239.710007
Healthy ,0.5582626,-0.817149,-1.352543,10.563115,10.68066,8.508239,238.86142
Healthy ,0.5604098,-0.53001,-0.936192,10.826326,10.879646,5.674817,240.484314
Healthy ,0.562557,-0.869791,-0.160917,11.247463,11.282192,4.496754,190.481598
Healthy ,0.5647042,-1.161715,-0.816551,9.88834,9.989775,8.171857,215.102753
Healthy ,0.5668513,-0.118445,-1.453042,9.318848,9.432194,8.891411,265.339844
Healthy ,0.5689985,-0.735793,-0.768694,9.859626,9.91688,6.159725,226.252792
Healthy ,0.5711456,-0.587438,-2.027319,9.897911,10.120462,12.037927,253.840469
Healthy ,0.5732928,-0.491725,-2.060818,10.180264,10.398391,11.756327,256.579773
Healthy ,0.57544,-0.769292,-1.759323,9.921839,10.105934,10.952977,246.381866
Healthy ,0.5775871,-0.075374,-1.855036,9.639486,9.816646,10.901688,267.673248
Healthy ,0.5797343,-0.352941,-2.032105,8.873783,9.110327,13.084896,260.147003
Healthy ,0.5818815,-0.070588,-2.319243,8.395218,8.709969,15.450022,268.256683
Healthy ,0.5840287,-0.032303,-2.414956,8.749356,9.076579,15.431628,269.233643
Healthy ,0.5861758,-0.549153,-2.113461,9.065208,9.324499,13.54347,255.434601
Healthy ,0.5883229,-0.687936,-2.118246,9.610772,9.865453,13.047161,252.007919
Healthy ,0.5904701,-0.687936,-2.108675,9.998409,10.241482,12.507965,251.931549
Healthy ,0.5926173,-0.597009,-2.113461,9.586843,9.835176,12.90274,254.226105
Healthy ,0.5947645,-0.515653,-1.878964,9.586843,9.782841,11.488354,254.653854
Healthy ,0.5969116,-0.697508,-1.716252,9.577272,9.754803,10.947763,247.882523
Healthy ,0.5990588,-0.506082,-2.099104,9.404989,9.649673,12.930209,256.445007
Healthy ,0.6012059,-0.338584,-1.601397,9.988838,10.122055,9.305947,258.061737
Healthy ,0.6033531,-0.711865,-1.295115,10.003195,10.111774,8.404035,241.204453
Healthy ,0.6055003,-0.879362,-1.242473,10.323833,10.435447,8.387404,234.710983
Healthy ,0.6076474,-0.362513,-1.342972,10.290334,10.383928,7.698552,254.893997
Healthy ,0.6097946,-0.635294,-0.778266,9.912268,9.963049,5.787332,230.775406
Healthy ,0.6119418,-1.056431,-0.759123,10.122836,10.206082,7.322952,215.700012
Healthy ,0.6140889,-0.319442,-1.141975,10.342976,10.410729,6.540319,254.372223
Healthy ,0.6162361,-0.606581,-0.96012,10.299905,10.362327,6.29211,237.716293
Healthy ,0.6183833,-0.558724,-0.806979,10.386046,10.432323,5.398662,235.302643
Healthy ,0.6205304,-0.367298,-1.027119,10.275977,10.333711,6.059354,250.322922
Healthy ,0.6226776,-0.357727,-1.041476,9.6682,9.73071,6.497937,251.043381
Healthy ,0.6248248,-0.166301,-1.247259,9.299706,9.384446,7.70561,262.405365
Healthy ,0.6269719,-0.525225,-1.582254,9.797412,9.938243,9.657078,251.636566
Healthy ,0.629119,-0.45344,-1.706681,9.787841,9.945864,10.227104,255.121094
Healthy ,0.6312662,-0.606581,-1.539183,9.682557,9.822878,9.696108,248.490967
Healthy ,0.6334134,-0.582652,-1.85025,9.376275,9.574834,11.688806,252.520538
Healthy ,0.6355606,-0.396012,-2.084747,9.141779,9.384834,13.068293,259.244415
Healthy ,0.6377077,-0.764507,-1.845464,9.419347,9.628827,11.973272,247.497604
Healthy ,0.6398549,-0.558724,-2.041676,9.007781,9.253147,13.22405,254.695175
Healthy ,0.6420021,-0.309871,-2.204388,9.227921,9.492621,13.562401,261.998383
Healthy ,0.6441492,-0.597009,-1.840679,9.687343,9.878721,11.296338,252.029953
Healthy ,0.6462964,-0.314656,-2.18046,9.984053,10.224222,12.443292,261.788483
Healthy ,0.6484435,-0.711865,-1.88375,9.725628,9.931924,11.698258,249.298538
Healthy ,0.6505907,-0.884148,-1.654039,9.538987,9.721618,11.12339,241.873764
Healthy ,0.6527379,-0.592224,-1.768894,9.696914,9.874707,10.888986,251.489517
Healthy ,0.6548851,-0.506082,-1.649253,9.773484,9.924573,10.010366,252.941086
Healthy ,0.6570322,-0.458226,-1.716252,9.48156,9.646526,10.61135,255.051178
Healthy ,0.6591794,-0.362513,-1.74018,9.366704,9.533876,10.745377,258.232483
Healthy ,0.6613265,-0.56351,-1.491327,9.720842,9.850704,9.313716,249.300522
Healthy ,0.6634737,-0.290728,-1.840679,9.768699,9.944853,10.800098,261.024506
Healthy ,0.6656209,-0.204586,-1.520041,9.869197,9.987663,8.83351,262.334473
Healthy ,0.667768,-0.67358,-1.357329,9.610772,9.729491,8.959734,243.606918
Healthy ,0.6699152,-0.333799,-1.721038,9.859626,10.014271,10.082214,259.023651
Healthy ,0.6720623,-0.372084,-1.357329,9.826126,9.926407,8.15112,254.67012
Healthy ,0.6742095,-0.879362,-1.094118,9.639486,9.741154,8.285175,231.210541
Healthy ,0.6763567,-0.415155,-1.457827,10.357333,10.467663,8.326098,254.104294
Healthy ,0.6785039,-0.697508,-0.792623,10.520044,10.572895,5.731213,228.652222
