Keuwl Accelerometer Data File,,,,,,
2025-05-07 18:45:26,,,,,,
,,,,,,
Time (s),X (m/s2),Y (m/s2),Z (m/s2),R (m/s2),Theta (deg),Phi (deg)
32.1272774,4.605247,2.358289,8.230368,9.721562,32.155205,27.116411
32.1299019,4.796783,2.185906,8.345289,9.870723,32.278873,24.498875
32.1325264,4.968866,2.032677,8.574833,10.116776,32.04998,22.248619
32.1351509,5.351939,1.918055,8.900445,10.561255,32.568863,19.716921
32.1377754,5.351939,1.975516,8.996213,10.652594,32.380611,20.260189
32.1403999,5.141249,2.281674,8.938752,10.561239,32.180611,23.931536
32.1430244,4.930859,2.472911,8.823831,10.406183,32.011566,26.63456
32.145649,4.56694,2.83683,8.555679,10.104662,32.144802,31.847162
32.1482735,4.375703,2.932298,8.326136,9.852395,32.318691,33.827305
32.150898,4.203321,3.028067,8.230368,9.725021,32.187599,35.768929
32.1535225,4.260781,2.951452,8.115446,9.629423,32.565575,34.710426
32.156147,4.394856,2.568679,8.058285,9.531466,32.280861,30.305174
32.1587715,4.643554,2.281674,8.268675,9.753954,32.034866,26.167828
32.161396,4.758476,2.070984,8.479364,9.941413,31.467815,23.519644
32.1640205,4.873397,1.994669,8.76637,10.226336,30.992506,22.259163
32.1666451,5.083788,1.822287,9.015067,10.508904,30.923933,19.720247
32.1692696,5.007174,2.013524,8.957906,10.458017,31.06764,21.906429
32.1718941,4.949713,2.185906,8.785523,10.318104,31.628429,23.827347
32.1745186,4.662708,2.530372,8.593987,10.099517,31.686972,28.487928
32.1771431,4.433164,2.549525,8.574833,9.984026,30.811708,29.903334
32.1797676,4.299088,2.568679,8.40275,9.781947,30.794855,30.858059
32.1823921,4.318242,2.492065,8.211214,9.606333,31.26556,29.989315
32.1850166,4.41401,2.41575,8.096292,9.532537,31.860876,28.691505
32.1876411,4.624401,2.262521,8.211214,9.691652,32.086613,26.070517
32.1902657,4.873397,1.937208,8.441057,9.937516,31.852102,21.678156
32.1928902,5.026327,1.822287,8.689755,10.202771,31.60235,19.92803
32.1955147,5.179556,1.707365,8.938752,10.471111,31.388166,18.244049
32.1981392,5.102942,2.147599,9.091681,10.644757,31.339611,22.824039
32.2007637,4.911705,2.396596,8.957906,10.493455,31.387327,26.009398
32.2033882,4.701015,2.645294,8.804677,10.32567,31.493673,29.36676
32.2060127,4.41401,2.894291,8.593987,10.085485,31.55761,33.253078
32.2086372,4.394856,2.932298,8.383596,9.909482,32.218872,33.71167
32.2112617,4.375703,2.951452,8.268675,9.809629,32.550865,34.000031
32.2138863,4.490325,2.741062,8.153753,9.703615,32.830307,31.401445
32.2165108,4.605247,2.511218,8.249521,9.775946,32.450092,28.603415
32.2191353,4.83509,2.051831,8.479364,9.974354,31.775639,22.994545
32.2217636,5.122095,1.78398,8.823831,10.35753,31.578419,19.202766
32.2243843,5.160402,1.84144,8.862138,10.419124,31.726868,19.638458
32.2270126,5.217864,1.918055,8.900445,10.493949,31.98896,20.183121
32.2296333,4.739322,2.530372,8.76637,10.281693,31.502283,28.098209
32.2322617,4.56694,2.62614,8.747216,10.211138,31.059181,29.900311
32.2348824,4.394856,2.741062,8.747216,10.165726,30.631557,31.951693
32.2375107,4.222474,2.875137,8.498518,9.91567,31.009766,34.251453
32.2401314,4.279935,2.83683,8.172907,9.652039,32.139595,33.537243
32.2427597,4.299088,2.817676,8.000824,9.509713,32.718979,33.241333
32.2453804,4.56694,2.454057,8.1346,9.646297,32.511112,28.251474
32.2480087,4.739322,2.262521,8.364443,9.876441,32.12299,25.519495
32.2506294,5.102942,1.879748,8.804677,10.34871,31.701273,20.222057
32.2532578,5.198709,1.879748,8.977059,10.542658,31.624952,19.87896
32.2558784,5.102942,2.070984,8.919599,10.482759,31.692186,22.089346
32.2585068,5.007174,2.262521,8.881291,10.443568,31.74395,24.316109
32.2611275,4.433164,2.970606,8.632295,10.148594,31.724075,33.825531
32.2637558,4.279935,3.066374,8.536825,10.029849,31.66391,35.619831
32.2663765,4.14586,3.142988,8.421904,9.899241,31.705296,37.165871
32.2690048,4.107553,3.085527,8.249521,9.718389,31.912441,36.913288
32.2716255,4.356549,2.798522,8.19206,9.69129,32.295765,32.715527
32.2742538,4.490325,2.645294,8.153753,9.676999,32.585247,30.502747
32.2768745,4.815937,2.319981,8.345289,9.91057,32.641766,25.721514
32.2795029,4.911705,2.166753,8.498518,10.052088,32.280025,23.804224
32.2821236,5.102942,1.898901,8.842984,10.384807,31.621422,20.411188
32.2847519,5.026327,2.013524,8.977059,10.483599,31.096838,21.830812
32.2873726,4.911705,2.243367,8.900445,10.410354,31.244589,24.548027
32.2900009,4.777629,2.472911,8.842984,10.350817,31.314514,27.36618
32.2926216,4.184167,3.085527,8.40275,9.880989,31.745275,36.406151
32.2952499,4.088398,3.04722,8.345289,9.779796,31.425436,36.698395
32.2978706,3.99293,3.028067,8.268675,9.668695,31.218092,37.175117
32.300499,4.14586,2.817676,8.211214,9.620368,31.402956,34.201443
32.3031197,4.490325,2.549525,8.249521,9.732302,32.043732,29.587128
32.305748,4.662708,2.41575,8.287828,9.811462,32.359249,27.38868
32.3083687,4.892551,2.185906,8.517672,10.063099,32.174923,24.074255
32.310997,4.930859,2.166753,8.670602,10.207229,31.847338,23.721985
32.3136177,5.045481,2.109292,8.977059,10.511593,31.348902,22.687641
32.316246,4.911705,2.396596,8.977059,10.50981,31.332947,26.009398
32.3188667,4.701015,2.62614,8.842984,10.353479,31.338726,29.189148
32.3214912,4.509479,2.875137,8.708909,10.219927,31.553726,32.520618
32.3241158,4.069245,3.162142,8.268675,9.743145,31.93314,37.850182
32.3267403,4.107553,3.104681,8.172907,9.659577,32.210697,37.083698
32.3293648,4.126706,3.04722,8.077438,9.568713,32.418919,36.442703
32.3319893,4.337396,2.798522,8.058285,9.569779,32.642189,32.830433
32.3346138,4.681861,2.319981,8.421904,9.911135,31.81642,26.359585
32.3372383,4.815937,2.109292,8.593987,10.07467,31.457314,23.652536
32.3398628,4.98802,1.956362,8.919599,10.40514,30.993017,21.415714
32.3424873,4.968866,2.090138,8.881291,10.389208,31.25601,22.813906
32.3451118,4.911705,2.377442,8.823831,10.374828,31.733498,25.828655
32.3477364,4.624401,2.721908,8.670602,10.196725,31.752199,30.480936
32.3503609,4.471471,2.760215,8.651448,10.122272,31.274027,31.686815
32.3529854,4.337396,2.817676,8.651448,10.079676,30.873064,33.008717
32.3556099,4.126706,2.875137,8.211214,9.62913,31.48826,34.865494
32.3582344,4.184167,2.817676,8.058285,9.506971,32.046417,33.956871
32.3608589,4.241628,2.760215,7.905056,9.386166,32.62653,33.053841
32.3634834,4.509479,2.41575,8.096292,9.577119,32.287468,28.178167
32.3661079,4.83509,2.109292,8.632295,10.116508,31.428888,23.569075
32.3687325,5.007174,1.956362,8.900445,10.397935,31.131607,21.341177
32.371357,5.026327,2.090138,9.034221,10.547502,31.071148,22.579401
32.3739815,4.854244,2.339135,8.919599,10.420868,31.136681,25.72822
32.376606,4.528633,2.817676,8.670602,10.179742,31.597404,31.889517
32.3792305,4.241628,3.104681,8.498518,9.99276,31.73744,36.202454
32.381855,4.184167,3.162142,8.40275,9.905181,31.97073,37.079796
32.3844795,4.126706,3.200449,8.287828,9.795952,32.21579,37.795212
32.387104,4.203321,2.894291,7.943363,9.441495,32.71973,34.550228
32.3897285,4.337396,2.702754,8.000824,9.493738,32.568604,31.928205
32.3923531,4.452317,2.492065,8.039131,9.521615,32.402634,29.236746
32.3949776,4.758476,2.185906,8.345289,9.852163,32.107597,24.672682
32.3976021,5.141249,1.860594,8.76637,10.331675,31.951693,19.894955
32.4002266,5.198709,1.84144,8.881291,10.454416,31.83992,19.504709
32.4028511,5.026327,2.070984,8.919599,10.445678,31.361214,22.393002
32.4054756,4.873397,2.262521,8.881291,10.380094,31.173025,24.90353
32.4081001,4.56694,2.606986,8.804677,10.255519,30.847998,29.719398
32.4107246,4.337396,2.83683,8.536825,9.986891,31.262012,33.186287
32.4133492,4.318242,2.817676,8.40275,9.858637,31.534685,33.124664
32.4159737,4.279935,2.798522,8.249521,9.705884,31.793709,33.179482
32.4185982,4.471471,2.472911,8.153753,9.622527,32.074223,28.944437
32.4212227,4.662708,2.281674,8.306982,9.795552,32.001297,26.074598
32.4238472,4.854244,2.090138,8.441057,9.959106,32.051468,23.295725
32.4264717,5.007174,1.956362,8.670602,10.201886,31.799004,21.341177
32.4290962,4.949713,2.128445,8.76637,10.289761,31.57551,23.268377
32.4317207,4.930859,2.20506,8.823831,10.345803,31.47261,24.093998
32.4343452,4.701015,2.549525,8.747216,10.252483,31.440727,28.47253
32.4369698,4.528633,2.721908,8.632295,10.120959,31.470098,31.007725
32.4395943,4.203321,3.04722,8.383596,9.86094,31.768497,35.940441
32.4422226,4.069245,3.104681,8.153753,9.627123,32.117844,37.342274
32.4448433,4.14586,3.008913,8.077438,9.564869,32.382641,35.970768
32.4474716,4.222474,2.913145,7.98167,9.488032,32.729183,34.602345
32.4500923,4.777629,2.300828,8.1346,9.710369,33.099548,25.714703
32.4527206,4.892551,2.109292,8.345289,9.901011,32.555309,23.321991
32.4553413,5.007174,1.937208,8.536825,10.084738,32.165981,21.150787
32.4579697,5.064634,1.918055,8.804677,10.336914,31.595253,20.742447
32.4605904,5.026327,2.090138,8.996213,10.514965,31.178034,22.579401
32.4632187,4.949713,2.281674,8.938752,10.469336,31.372231,24.748333
32.4658394,4.643554,2.62614,8.747216,10.245633,31.37801,29.490122
32.4684677,4.528633,2.62614,8.708909,10.161211,31.010389,30.109312
32.4710884,4.318242,2.645294,8.651448,10.024588,30.342297,31.491043
32.4737167,4.356549,2.530372,8.498518,9.879631,30.660278,30.148886
32.4763374,4.490325,2.41575,8.40275,9.828789,31.249981,28.2798
32.4789658,4.605247,2.319981,8.326136,9.793628,31.771091,26.737556
32.4815865,4.98802,1.898901,8.479364,10.019271,32.187916,20.841448
32.4842148,5.102942,1.803133,8.689755,10.237341,31.915432,19.460949
32.4868355,5.198709,1.707365,8.919599,10.464269,31.527834,18.181263
32.4894638,5.122095,1.956362,8.977059,10.519069,31.415682,20.90414
32.4920845,4.777629,2.472911,8.728063,10.25281,31.648293,27.36618
32.4947128,4.605247,2.721908,8.593987,10.12293,31.900997,30.584997
32.4973335,4.337396,2.970606,8.40275,9.911797,32.031952,34.406559
32.4999619,4.318242,2.970606,8.268675,9.789928,32.369789,34.524868
32.5025826,4.299088,2.970606,8.019978,9.572184,33.087063,34.643894
32.5052109,4.433164,2.741062,7.905056,9.468699,33.398548,31.728844
32.5078316,4.56694,2.511218,8.058285,9.596828,32.893429,28.805029
32.5104599,4.701015,2.281674,8.230368,9.749079,32.411533,25.889978
32.5130806,5.179556,1.78398,8.900445,10.451235,31.612061,19.005096
32.5157089,5.179556,1.84144,8.919599,10.477497,31.645552,19.571363
32.5183296,5.179556,1.918055,8.938752,10.507522,31.712078,20.320227
32.5209579,4.930859,2.224213,8.881291,10.398933,31.344189,24.2792
32.5235786,4.547786,2.664447,8.804677,10.261773,30.906418,30.365095
32.526207,4.394856,2.779369,8.785523,10.209068,30.620401,32.309834
32.5288277,4.241628,2.932298,8.517672,9.956932,31.190361,34.656662
32.531456,4.260781,2.894291,8.345289,9.806887,31.683525,34.187733
32.5340767,4.299088,2.855983,7.98167,9.505044,32.88839,33.597
32.5367012,4.547786,2.511218,8.1346,9.651958,32.563801,28.906811
32.5393257,4.720169,2.300828,8.364443,9.876118,32.120003,25.986738
32.5419502,4.892551,2.109292,8.593987,10.111518,31.796963,23.321991
32.5445747,5.160402,1.860594,9.015067,10.552867,31.320091,19.826878
32.5471992,5.083788,2.032677,8.977059,10.514955,31.378954,21.793268
32.5498238,4.98802,2.20506,8.957906,10.487454,31.333551,23.848841
32.5524483,4.739322,2.530372,8.823831,10.330728,31.335751,28.098209
32.5550728,4.490325,2.741062,8.593987,10.076362,31.473036,31.401445
32.5576973,4.356549,2.83683,8.460211,9.929869,31.570539,33.07074
32.5603218,4.299088,2.817676,8.268675,9.736141,31.866951,33.241333
32.5629463,4.41401,2.702754,8.230368,9.722516,32.164143,31.479666
32.5655708,4.605247,2.472911,8.153753,9.685416,32.663067,28.23477
32.5681953,4.892551,2.147599,8.326136,9.893117,32.689587,23.699207
32.5708199,4.98802,1.994669,8.498518,10.054047,32.297695,21.796076
32.5734444,5.083788,1.84144,8.670602,10.218372,31.947788,19.911308
32.5760689,5.026327,1.975516,8.996213,10.492782,30.977268,21.456497
32.5786934,4.911705,2.185906,8.938752,10.430931,31.024532,23.990986
32.5813179,4.796783,2.396596,8.862138,10.358102,31.176634,26.547892
32.5839424,4.509479,2.683601,8.651448,10.118531,31.23913,30.756969
32.5865669,4.184167,2.989759,8.345289,9.802539,31.64233,35.547367
32.5891914,4.107553,2.989759,8.268675,9.704722,31.567291,36.049706
32.5918159,4.222474,2.817676,8.19206,9.637346,31.784761,33.715363
32.5944405,4.337396,2.721908,8.19206,9.66083,32.008823,32.110092
32.597065,4.605247,2.492065,8.211214,9.738723,32.525627,28.419415
32.5996895,4.815937,2.243367,8.441057,9.973835,32.186352,24.977118
32.602314,4.911705,2.185906,8.613141,10.153286,31.971594,23.990986
32.6049385,4.98802,2.147599,8.804677,10.344799,31.66618,23.294363
32.607563,4.968866,2.339135,9.015067,10.556166,31.349506,25.209101
32.6101875,4.758476,2.568679,8.862138,10.381652,31.390778,28.360676
32.612812,4.547786,2.798522,8.689755,10.19931,31.570742,31.606451
32.6154366,4.318242,2.970606,8.441057,9.935953,31.837589,34.524868
32.6180611,4.107553,3.142988,8.115446,9.623452,32.509872,37.422241
32.6206856,4.126706,3.104681,8.019978,9.538804,32.778069,36.955563
32.6233101,4.279935,2.894291,7.98167,9.507987,32.915802,34.068382
32.6259346,4.41401,2.664447,8.1346,9.630913,32.367218,31.116617
32.6285591,4.662708,2.224213,8.460211,9.912777,31.409405,25.502161
32.6311836,4.873397,2.013524,8.804677,10.262876,30.916697,22.448765
32.6338081,4.854244,2.128445,8.842984,10.309817,30.937946,23.67606
32.6364326,4.854244,2.224213,8.881291,10.362824,31.014843,24.617241
32.6390572,4.586093,2.62614,8.785523,10.252526,31.028275,29.796795
32.6416817,4.452317,2.702754,8.728063,10.16401,30.826572,31.259613
32.6443062,4.318242,2.760215,8.689755,10.088501,30.531218,32.586666
32.6469307,4.222474,2.83683,8.441057,9.855371,31.074924,33.89481
32.6495552,4.165013,2.875137,8.058285,9.51576,32.130856,34.61758
32.6521797,4.203321,2.83683,7.924209,9.407901,32.616943,34.015495
32.6548042,4.471471,2.511218,8.096292,9.583852,32.351112,29.31896
32.6574287,4.643554,2.319981,8.345289,9.827958,31.882,26.547323
32.6600533,4.98802,1.956362,8.823831,10.323162,31.266718,21.415714
32.6626778,5.026327,2.013524,8.996213,10.500005,31.04286,21.830812
32.6653023,4.892551,2.243367,8.919599,10.417725,31.108051,24.632736
32.6679306,4.758476,2.454057,8.842984,10.337498,31.192959,27.281212
32.6705513,4.356549,2.989759,8.593987,10.08835,31.584085,34.460556
32.6731796,4.260781,3.066374,8.479364,9.97279,31.761127,35.741585
32.6758003,4.14586,3.142988,8.345289,9.834144,31.939894,37.165871
32.6784286,4.126706,3.066374,8.172907,9.655504,32.172314,36.614418
32.6810493,4.241628,2.83683,8.211214,9.667628,31.858799,33.774876
32.6836777,4.356549,2.683601,8.230368,9.691243,31.868923,31.63275
32.6862984,4.643554,2.377442,8.498518,9.971943,31.543531,27.111885
32.6889267,4.720169,2.281674,8.632295,10.09963,31.271856,25.798578
32.6915474,4.873397,2.109292,8.900445,10.364219,30.821621,23.403807
32.6941757,4.777629,2.262521,8.977059,10.417885,30.492346,25.340622
32.6967964,4.643554,2.434903,8.938752,10.363042,30.394682,27.670807
32.6994247,4.509479,2.62614,8.881291,10.300939,30.437449,30.214806
32.7020454,4.107553,3.066374,8.383596,9.826461,31.442358,36.742107
32.7046738,4.069245,3.04722,8.249521,9.690145,31.643269,36.8274
32.7072945,4.030938,3.028067,8.1346,9.570233,31.78945,36.914116
32.7099228,4.203321,2.779369,8.1346,9.568934,31.776903,33.473942
32.7125435,4.547786,2.358289,8.249521,9.710741,31.839914,27.409338
32.7151718,4.720169,2.20506,8.364443,9.854247,31.916872,25.039959
32.7177925,4.930859,2.013524,8.593987,10.110601,31.788588,22.212723
32.7204208,4.949713,2.051831,8.689755,10.208894,31.658159,22.515734
32.7230415,4.98802,2.147599,8.862138,10.393748,31.499889,23.294363
32.7256699,4.777629,2.472911,8.804677,10.318109,31.42507,27.36618
32.7282906,4.605247,2.664447,8.689755,10.189182,31.477936,30.05229
32.7309189,4.41401,2.855983,8.555679,10.041901,31.570345,32.903954
32.7335396,4.050091,3.162142,8.211214,9.686403,32.037056,37.981228
32.7361679,4.088398,3.085527,8.096292,9.580471,32.319176,37.041973
32.7387886,4.14586,3.028067,7.98167,9.490226,32.749779,36.143768
32.7414169,4.394856,2.721908,8.019978,9.541677,32.804844,31.771568
32.7440376,4.758476,2.20506,8.249521,9.775478,32.445786,24.862827
32.746666,4.873397,2.013524,8.460211,9.968924,31.933954,22.448765
32.7492867,4.98802,1.937208,8.728063,10.237782,31.511587,21.224787
32.751915,4.911705,2.109292,8.689755,10.202245,31.597548,23.240711
32.7545357,4.777629,2.472911,8.593987,10.138918,32.045856,27.36618
32.7571602,4.490325,2.83683,8.441057,9.973067,32.17934,32.283257
32.7597847,4.375703,2.855983,8.421904,9.9112,31.81703,33.132133
32.7624092,4.260781,2.875137,8.421904,9.866567,31.396795,34.011124
32.7650337,4.165013,2.798522,8.230368,9.6394,31.369751,33.897629
32.7676582,4.260781,2.721908,8.1346,9.577826,31.862667,32.571594
32.7702827,4.375703,2.62614,8.039131,9.522133,32.407539,30.970671
32.7729073,4.662708,2.281674,8.268675,9.763087,32.120426,26.074598
32.7755318,5.064634,1.822287,8.708909,10.237986,31.717918,19.789045
32.7781563,5.179556,1.707365,8.919599,10.454766,31.442842,18.244049
32.7807808,5.122095,1.956362,8.977059,10.519069,31.415682,20.90414
32.7834053,4.949713,2.20506,8.862138,10.387465,31.443287,24.012613
32.7860298,4.586093,2.721908,8.613141,10.130509,31.764618,30.689699
32.7886543,4.299088,2.989759,8.40275,9.90086,31.930649,34.816307
32.7912788,4.260781,2.989759,8.287828,9.786777,32.130451,35.05706
32.7939034,4.241628,2.970606,8.153753,9.659172,32.419426,35.005314
32.7965279,4.337396,2.721908,7.924209,9.43477,32.87104,32.110092
32.7991524,4.490325,2.472911,8.077438,9.566782,32.4007,28.842447
32.8017769,4.643554,2.224213,8.211214,9.691943,32.089359,25.593927
32.8044014,4.892551,1.975516,8.536825,10.035791,31.718874,21.987886
32.8070259,5.160402,1.78398,8.881291,10.425434,31.582495,19.070549
32.8096504,5.160402,1.860594,8.900445,10.455117,31.646614,19.826878
32.8122749,4.911705,2.20506,8.842984,10.353044,31.334766,24.177208
32.8148994,4.758476,2.339135,8.862138,10.327251,30.892593,26.177456
32.817524,4.471471,2.587833,8.900445,10.291203,30.133326,30.059814
32.8201485,4.318242,2.702754,8.670602,10.056413,30.435911,32.042133
32.822773,4.337396,2.645294,8.460211,9.868422,30.98509,31.378206
32.8253975,4.356549,2.606986,8.268675,9.702931,31.550077,30.896566
32.828022,4.662708,2.185906,8.211214,9.692423,32.09388,25.117474
32.8306465,4.854244,1.975516,8.441057,9.935683,31.835085,22.144688
32.833271,5.064634,1.78398,8.689755,10.214938,31.713099,19.404432
32.8358955,5.141249,1.803133,8.842984,10.386631,31.637766,19.326735
32.8385201,5.102942,2.032677,8.938752,10.491572,31.570833,21.719093
32.8411446,4.98802,2.243367,8.862138,10.413959,31.680872,24.215879
32.8437691,4.662708,2.606986,8.747216,10.24944,31.412891,29.210176
32.8463936,4.547786,2.702754,8.670602,10.157095,31.389111,30.723063
32.8490181,4.318242,2.913145,8.555679,10.01665,31.334509,34.004139
32.8516426,4.299088,2.83683,8.364443,9.823119,31.62417,33.419529
32.8542671,4.433164,2.664447,8.306982,9.78561,31.908022,31.006969
32.8568916,4.56694,2.511218,8.268675,9.774157,32.223637,28.805029
32.8595161,5.064634,1.994669,8.40275,10.011765,32.935028,21.496639
32.8621407,5.141249,1.898901,8.555679,10.160605,32.643379,20.271524
32.8647652,5.237017,1.803133,8.728063,10.337152,32.3988,18.998861
32.8673897,5.141249,1.956362,8.823831,10.398066,31.939945,20.832958
32.8700142,4.892551,2.339135,8.881291,10.406054,31.408495,25.552526
32.8726387,4.739322,2.549525,8.823831,10.335436,31.378593,28.278097
32.8752632,4.452317,2.855983,8.632295,10.124044,31.498615,32.678547
32.8778877,4.356549,2.817676,8.536825,9.989805,31.289536,32.89349
32.8805122,4.184167,2.760215,8.364443,9.751408,30.933136,33.412075
32.8831367,4.356549,2.492065,8.306982,9.705455,31.139744,29.770731
32.8857613,4.547786,2.319981,8.364443,9.799417,31.398401,27.027683
32.8883858,4.739322,2.166753,8.441057,9.920053,31.689377,24.569223
32.8910103,5.160402,1.78398,8.728063,10.295213,32.02911,19.070549
32.8936386,5.179556,1.803133,8.823831,10.389373,31.862959,19.194286
32.8962593,5.198709,1.822287,8.919599,10.483633,31.699926,19.316929
32.8988876,4.98802,2.166753,8.900445,10.430392,31.425554,23.479708
32.9015083,4.605247,2.741062,8.804677,10.307476,31.328205,30.76128
32.9041367,4.433164,2.970606,8.708909,10.21384,31.498087,33.825531
32.9067574,4.241628,3.104681,8.498518,9.99276,31.73744,36.202454
32.9093857,4.279935,3.028067,8.345289,9.8555,32.138504,35.279518
32.9120064,4.356549,2.855983,8.077438,9.611512,32.818459,33.24728
32.9146347,4.624401,2.549525,8.077438,9.650397,33.174725,28.868835
32.9172592,4.758476,2.339135,8.287828,9.838839,32.609993,26.177456
32.9198837,4.892551,2.128445,8.517672,10.050775,32.063076,23.51087
32.9225082,5.160402,1.822287,9.034221,10.562557,31.206421,19.449594
32.9251328,5.102942,1.994669,8.957906,10.500608,31.451248,21.349842
32.9277573,5.026327,2.166753,8.900445,10.448766,31.590057,23.319941
32.9303818,4.720169,2.549525,8.76637,10.277613,31.465153,28.37501
32.9330063,4.279935,2.951452,8.632295,10.076975,31.059109,34.590229
32.9356308,4.165013,2.989759,8.632295,10.040045,30.707386,35.67181
32.9382553,4.165013,2.913145,8.421904,9.836779,31.111343,34.970184
32.9408798,4.241628,2.817676,8.287828,9.72722,31.567461,33.595737
32.9435043,4.433164,2.606986,7.98167,9.495071,32.795212,30.458277
32.9461288,4.701015,2.243367,8.19206,9.707837,32.449947,25.510899
32.9487534,4.854244,2.109292,8.441057,9.963144,32.088535,23.486166
32.9513779,4.98802,1.994669,8.689755,10.216208,31.724615,21.796076
32.9540024,5.102942,2.090138,9.053374,10.600579,31.345579,22.27375
32.9566269,4.892551,2.358289,8.919599,10.443075,31.33778,25.734819
32.9592514,4.701015,2.62614,8.785523,10.304444,31.50489,29.189148
32.9618759,4.394856,2.913145,8.593987,10.082549,31.530426,33.538536
32.9645004,4.069245,3.238756,8.306982,9.800727,32.049671,38.516663
32.9671249,4.050091,3.25791,8.230368,9.734279,32.274063,38.813339
32.9697495,4.14586,3.028067,8.096292,9.586829,32.379192,36.143768
32.972374,4.299088,2.798522,8.172907,9.649367,32.114346,33.062405
32.9749985,4.586093,2.319981,8.364443,9.817254,31.568544,26.83362
32.9776192,4.873397,2.032677,8.689755,10.168266,31.284912,22.640848
32.9802475,4.892551,2.090138,8.747216,10.238141,31.309198,23.132574
32.9828682,4.930859,2.128445,8.804677,10.313389,31.382128,23.347837
32.9854965,4.720169,2.492065,8.804677,10.296247,31.225397,27.832304
32.9881172,4.586093,2.645294,8.785523,10.257449,31.073959,29.976675
32.9907455,4.452317,2.798522,8.76637,10.222725,30.958792,32.151585
32.9933662,4.279935,2.951452,8.536825,9.995314,31.34145,34.590229
32.9959946,4.107553,3.066374,8.115446,9.598703,32.277332,36.742107
32.9986153,4.088398,3.008913,7.943363,9.426854,32.580967,36.351723
33.0012436,4.337396,2.62614,8.039131,9.504591,32.240574,31.193424
33.0038643,4.56694,2.434903,8.268675,9.754828,32.043076,28.064692
33.0064926,4.98802,2.070984,8.728063,10.263937,31.748928,22.547819
33.0091133,5.122095,2.051831,8.938752,10.504625,31.686504,21.830263
33.0117416,4.98802,2.224213,8.881291,10.42616,31.588982,24.032621
33.0143623,4.854244,2.41575,8.823831,10.356617,31.5702,26.457567
33.0169907,4.433164,2.970606,8.651448,10.16489,31.667305,33.825531
33.0196114,4.337396,3.104681,8.593987,10.114775,31.826712,35.594852
33.0222397,4.222474,3.25791,8.536825,10.065816,31.994316,37.652493
33.0248604,4.14586,3.200449,8.345289,9.852658,32.112186,37.666805
33.0274887,4.165013,2.951452,8.058285,9.539096,32.35334,35.322521
33.0301094,4.241628,2.779369,7.962516,9.440231,32.492023,33.235222
33.0327377,4.586093,2.396596,8.1346,9.640936,32.461082,27.590622
33.0353584,4.681861,2.281674,8.306982,9.804684,32.08659,25.981981
33.0379868,4.892551,2.051831,8.651448,10.148626,31.518127,22.752131
33.0406075,4.83509,2.20506,8.76637,10.251324,31.224226,24.515524
33.0432358,4.701015,2.396596,8.708909,10.182746,31.211384,27.012667
33.0458565,4.586093,2.606986,8.632295,10.116577,31.429531,29.616268
33.0484848,4.184167,3.142988,8.40275,9.899082,31.914133,36.912491
33.0511055,4.088398,3.123835,8.345289,9.803938,31.655594,37.382465
33.0537338,4.012084,3.085527,8.287828,9.711097,31.412294,37.562397
33.0563545,4.165013,2.798522,8.211214,9.623051,31.429111,33.897629
33.0589828,4.490325,2.339135,8.19206,9.630391,31.717918,27.51626
33.0616035,4.681861,2.166753,8.249521,9.729813,32.020309,24.83457
33.0642319,4.911705,1.937208,8.498518,10.00512,31.8517,21.524599
33.0668526,4.930859,1.975516,8.574833,10.086812,31.777084,21.833179
33.0694809,4.949713,2.032677,8.728063,10.2377,31.510836,22.326275
33.0721016,4.758476,2.434903,8.689755,10.202142,31.596609,27.098742
33.0747299,4.586093,2.664447,8.632295,10.131536,31.56769,30.155907
33.0773506,4.41401,2.913145,8.574833,10.074604,31.664833,33.423893
33.0799789,4.030938,3.25791,8.345289,9.823761,31.842627,38.946056
33.0825996,4.069245,3.162142,8.172907,9.662004,32.233532,37.850182
33.085228,4.107553,3.085527,8.000824,9.508189,32.704685,36.913288
33.0878487,4.356549,2.721908,8.000824,9.50797,32.702625,31.996538
33.090477,4.758476,2.147599,8.230368,9.746498,32.387634,24.290646
33.0930977,4.911705,1.937208,8.460211,9.972602,31.96784,21.524599
33.095726,5.026327,1.860594,8.728063,10.242307,31.552845,20.313026
33.0983467,4.949713,2.070984,8.632295,10.163914,31.863503,22.704676
33.100975,4.796783,2.454057,8.460211,10.030289,32.492012,27.0945
33.1035957,4.490325,2.875137,8.345289,9.903195,32.575092,32.631268
33.1062241,4.375703,2.913145,8.383596,9.895347,32.08876,33.653881
33.1088448,4.279935,2.951452,8.421904,9.897342,31.687492,34.590229
33.1114731,4.184167,2.894291,8.268675,9.708509,31.603647,34.672558
33.1140976,4.279935,2.760215,8.1346,9.597309,32.049313,32.818775
33.1167221,4.375703,2.645294,8.000824,9.495132,32.581776,31.154699
33.1193466,4.662708,2.243367,8.211214,9.705544,32.217175,25.693586
33.1219711,5.083788,1.745672,8.632295,10.169011,31.909676,18.95146
33.1245956,5.217864,1.649904,8.842984,10.399358,31.751389,17.547112
33.1272202,5.160402,1.898901,8.919599,10.478302,31.652699,20.202375
33.1298447,4.949713,2.166753,8.804677,10.330383,31.53631,23.641554
33.1324692,4.56694,2.721908,8.574833,10.089275,31.799658,30.795053
33.1350937,4.279935,3.028067,8.40275,9.904203,31.961674,35.279518
33.1377182,4.260781,3.04722,8.287828,9.804484,32.294838,35.571545
33.1403427,4.222474,3.066374,8.19206,9.71297,32.497532,35.98727
