,,,,,,,
Condition,Time (s),X (m/s2),Y (m/s2),Z (m/s2),R (m/s2),Theta (deg),Phi (deg)
Healthy,1.624573,4.030938,3.066374,8.574833,9.958858,30.568056,37.260605
Healthy,1.6271979,3.99293,3.066374,8.40275,9.795527,30.927868,37.522491
Healthy,1.6298219,4.050091,2.970606,8.326136,9.723799,31.100376,36.258797
Healthy,1.6324469,4.394856,2.472911,8.40275,9.799809,30.969637,29.365721
Healthy,1.6350709,4.605247,2.300828,8.574833,10.001493,30.979073,26.547174
Healthy,1.6376959,4.98802,1.937208,8.938752,10.417985,30.905947,21.224787
Healthy,1.6403199,4.968866,2.032677,9.053374,10.525445,30.667503,22.248619
Healthy,1.6429449,4.739322,2.243367,8.919599,10.346647,30.449493,25.330622
Healthy,1.645569,4.528633,2.472911,8.785523,10.188682,30.426149,28.637247
Healthy,1.648194,3.954623,3.104681,8.479364,9.857875,30.665281,38.134621
Healthy,1.650818,3.916315,3.219603,8.479364,9.879422,30.875381,39.423622
Healthy,1.6534429,3.897162,3.353678,8.479364,9.916383,31.230713,40.713436
Healthy,1.6560669,4.012084,3.181295,8.364443,9.80721,31.472912,38.411903
Healthy,1.6586919,4.299088,2.779369,8.19206,9.660068,32.001587,32.882744
Healthy,1.6613159,4.452317,2.549525,8.1346,9.617428,32.240246,29.7967
Healthy,1.6639409,4.796783,2.185906,8.345289,9.870723,32.278873,24.498875
Healthy,1.6665649,4.796783,2.243367,8.460211,9.980831,32.043457,25.064625
Healthy,1.6691899,4.777629,2.358289,8.670602,10.176768,31.570181,26.271437
Healthy,1.671814,4.471471,2.702754,8.632295,10.090364,31.18511,31.150618
Healthy,1.674439,4.337396,2.798522,8.593987,10.025036,30.990517,32.830433
Healthy,1.677063,4.184167,2.913145,8.536825,9.943392,30.846666,34.846813
Healthy,1.6796879,3.897162,3.200449,8.40275,9.799845,30.969976,39.393719
Healthy,1.6823119,3.916315,3.142988,8.364443,9.756014,30.978251,38.748337
Healthy,1.6849369,3.954623,3.066374,8.306982,9.697816,31.064966,37.789631
Healthy,1.6875609,4.318242,2.587833,8.364443,9.762582,31.042397,30.933382
Healthy,1.6901859,4.911705,1.898901,8.555679,10.046408,31.612152,21.136868
Healthy,1.6928099,5.122095,1.688211,8.728063,10.259872,31.712227,18.241905
Healthy,1.6954349,5.160402,1.707365,8.862138,10.396265,31.522518,18.307259
Healthy,1.698059,4.968866,1.898901,8.76637,10.254009,31.248968,20.91485
Healthy,1.700684,4.624401,2.281674,8.536825,9.97339,31.134018,26.261681
Healthy,1.703308,4.260781,2.721908,8.383596,9.790186,31.093399,32.571594
Healthy,1.705933,4.165013,2.894291,8.383596,9.798415,31.173098,34.79565
Healthy,1.708557,4.088398,3.066374,8.40275,9.834829,31.307922,36.870571
Healthy,1.7111819,4.069245,3.123835,8.287828,9.747062,31.756781,37.512344
Healthy,1.7138059,4.203321,2.894291,8.211214,9.66793,31.861677,34.550228
Healthy,1.7164309,4.356549,2.664447,8.1346,9.604713,32.119793,31.449781
Healthy,1.7190549,4.701015,2.262521,8.306982,9.809408,32.130573,25.700741
Healthy,1.7216799,5.083788,1.898901,8.613141,10.180222,32.21365,20.481712
Healthy,1.724304,5.102942,1.898901,8.76637,10.319645,31.844446,20.411188
Healthy,1.7269289,4.854244,2.185906,8.747216,10.239905,31.32542,24.242434
Healthy,1.729553,4.701015,2.339135,8.670602,10.136589,31.198627,26.45406
Healthy,1.732178,4.394856,2.606986,8.536825,9.949298,30.903566,30.676008
Healthy,1.734802,4.165013,2.875137,8.460211,9.858443,30.888382,34.61758
Healthy,1.7374269,4.184167,2.83683,8.441057,9.83902,30.916557,34.136936
Healthy,1.7400519,4.222474,2.798522,8.421904,9.827994,31.026386,33.53516
Healthy,1.7426759,4.586093,2.300828,8.441057,9.878133,31.29331,26.642767
Healthy,1.7453009,4.777629,2.070984,8.574833,10.032072,31.268764,23.435541
Healthy,1.7479249,4.98802,1.84144,8.708909,10.203741,31.405415,20.262766
Healthy,1.7505499,5.064634,1.745672,8.881291,10.371848,31.097658,19.01799
Healthy,1.7531739,5.026327,1.822287,8.977059,10.448554,30.776747,19.92803
Healthy,1.7557989,4.911705,1.994669,8.881291,10.343157,30.833149,22.102331
Healthy,1.758423,4.547786,2.454057,8.728063,10.143167,30.628695,28.351995
Healthy,1.761048,4.41401,2.62614,8.728063,10.127151,30.475307,30.750765
Healthy,1.763672,4.126706,2.970606,8.728063,10.101152,30.223774,35.748192
Healthy,1.7662969,4.165013,2.932298,8.632295,10.023085,30.543753,35.146732
Healthy,1.7689209,4.318242,2.760215,8.517672,9.94066,31.035091,32.586666
Healthy,1.7715459,4.490325,2.587833,8.383596,9.856195,31.723932,29.955404
Healthy,1.7741699,5.007174,1.994669,8.421904,9.998947,32.618435,21.720474
Healthy,1.7767949,5.045481,1.937208,8.593987,10.152156,32.165009,21.004253
Healthy,1.7794189,5.083788,1.879748,8.785523,10.322973,31.672281,20.292044
Healthy,1.7820439,4.892551,2.128445,8.804677,10.295129,31.215126,23.51087
Healthy,1.784668,4.547786,2.511218,8.728063,10.157148,30.761646,28.906811
Healthy,1.787293,4.41401,2.683601,8.613141,10.043475,30.953421,31.298491
Healthy,1.789917,4.126706,2.989759,8.498518,9.909247,30.947922,35.922974
Healthy,1.7925419,4.126706,2.951452,8.536825,9.930667,30.723513,35.572643
Healthy,1.7951659,4.088398,2.875137,8.574833,9.925179,30.237267,35.116528
Healthy,1.7977909,4.41401,2.472911,8.555679,9.939739,30.598551,29.259354
Healthy,1.8004149,4.624401,2.224213,8.613141,10.025887,30.785416,25.686314
Healthy,1.8030399,4.83509,1.994669,8.670602,10.126013,31.099669,22.418119
Healthy,1.8056639,5.217864,1.57329,8.938752,10.469128,31.370367,16.779104
Healthy,1.8082889,5.141249,1.707365,8.919599,10.435841,31.272488,18.37089
Healthy,1.810913,5.064634,1.822287,8.881291,10.385017,31.217901,19.789045
Healthy,1.813538,4.720169,2.281674,8.747216,10.19803,30.936697,25.798578
Healthy,1.816162,4.203321,2.951452,8.574833,9.995336,30.920238,35.075439
Healthy,1.8187869,4.030938,3.142988,8.555679,9.966267,30.855463,37.944126
Healthy,1.8214109,3.973776,3.162142,8.460211,9.867381,30.975025,38.511101
Healthy,1.8240359,4.107553,3.028067,8.345289,9.781873,31.445343,36.397449
Healthy,1.8266599,4.394856,2.741062,8.096292,9.611354,32.609024,31.951693
Healthy,1.8292849,4.777629,2.300828,8.19206,9.758555,32.915306,25.714703
Healthy,1.8319089,4.83509,2.20506,8.383596,9.92598,32.369667,24.515524
Healthy,1.8345339,4.873397,2.128445,8.574833,10.089997,31.806274,23.593191
Healthy,1.837158,4.815937,2.20506,8.823831,10.291527,30.975451,24.601494
Healthy,1.839783,4.681861,2.377442,8.708909,10.169422,31.087263,26.921394
Healthy,1.842407,4.56694,2.568679,8.593987,10.065371,31.370682,29.355614
Healthy,1.8450319,4.222474,2.913145,8.498518,9.926758,31.116068,34.602345
Healthy,1.8476559,3.858855,3.25791,8.460211,9.852914,30.834589,40.173355
Healthy,1.8502809,3.820547,3.25791,8.498518,9.870935,30.575033,40.455349
Healthy,1.852906,4.107553,2.894291,8.460211,9.839923,30.707634,35.16954
Healthy,1.8555299,4.279935,2.664447,8.479364,9.864924,30.734261,31.904076
Healthy,1.858155,4.643554,2.185906,8.517672,9.944421,31.071081,25.208237
Healthy,1.8607789,4.83509,1.937208,8.728063,10.16415,30.827892,21.833809
Healthy,1.863404,4.815937,2.013524,8.747216,10.18633,30.826712,22.689608
Healthy,1.866028,4.796783,2.090138,8.76637,10.209165,30.831697,23.544561
Healthy,1.8686531,4.452317,2.606986,8.670602,10.089541,30.754608,30.350452
Healthy,1.871277,4.241628,2.817676,8.651448,10.038837,30.480955,33.595737
Healthy,1.8739018,4.050091,3.008913,8.632295,9.998666,30.305779,36.60957
Healthy,1.8765259,3.954623,3.104681,8.555679,9.923594,30.440557,38.134621
Healthy,1.8791509,3.99293,3.104681,8.345289,9.758401,31.219244,37.866657
Healthy,1.8817749,4.126706,3.008913,8.211214,9.669917,31.880615,36.096981
Healthy,1.8843999,4.471471,2.587833,8.268675,9.74997,31.997435,30.059814
Healthy,1.8870239,4.547786,2.434903,8.460211,9.908899,31.372669,28.164776
Healthy,1.8896489,4.720169,2.128445,8.823831,10.230848,30.404604,24.271837
Healthy,1.8922729,4.662708,2.224213,8.900445,10.291059,30.131945,25.502161
Healthy,1.8948979,4.528633,2.434903,8.785523,10.179523,30.338268,28.26552
Healthy,1.897522,4.375703,2.645294,8.651448,10.049473,30.583815,31.154699
Healthy,1.9001468,3.878008,3.238756,8.441057,9.83768,30.903519,39.867275
Healthy,1.9027709,3.820547,3.238756,8.498518,9.86463,30.512981,40.288628
Healthy,1.9053959,3.78224,3.25791,8.574833,9.92205,30.206253,40.740639
Healthy,1.9080199,4.012084,2.970606,8.517672,9.872793,30.374157,36.516792
Healthy,1.9106449,4.41401,2.492065,8.441057,9.846082,30.985104,29.448233
Healthy,1.9132689,4.586093,2.281674,8.421904,9.85732,31.308619,26.451273
Healthy,1.9158939,4.83509,1.937208,8.632295,10.082033,31.106802,21.833809
Healthy,1.9185179,4.873397,1.956362,8.689755,10.153285,31.14551,21.872351
Healthy,1.9211429,4.949713,1.975516,8.823831,10.308361,31.130974,21.757793
Healthy,1.923767,4.662708,2.377442,8.747216,10.193472,30.893917,27.016329
Healthy,1.926392,4.433164,2.606986,8.689755,10.097582,30.618471,30.458277
Healthy,1.929016,4.222474,2.855983,8.632295,10.02509,30.563175,34.073505
Healthy,1.9316409,3.839701,3.277064,8.460211,9.851783,30.823566,40.479713
Healthy,1.9342649,3.935469,3.238756,8.326136,9.762274,31.47271,39.453213
Healthy,1.9368899,4.030938,3.200449,8.19206,9.67477,32.140648,38.44857
Healthy,1.9395139,4.375703,2.817676,8.19206,9.705459,32.427853,32.778976
Healthy,1.9421389,4.815937,2.224213,8.383596,9.92094,32.323723,24.789591
Healthy,1.9447629,4.911705,2.032677,8.574833,10.088824,31.79553,22.481899
Healthy,1.9473879,4.949713,1.994669,8.728063,10.230222,31.44245,21.948788
Healthy,1.950012,4.83509,2.185906,8.593987,10.100144,31.692738,24.327351
Healthy,1.952637,4.586093,2.568679,8.345289,9.862769,32.205654,29.253267
Healthy,1.955261,4.203321,2.970606,8.249521,9.723529,31.961048,35.249935
Healthy,1.9578859,4.126706,3.008913,8.345289,9.784023,31.465931,36.096981
Healthy,1.960511,4.050091,3.04722,8.441057,9.845823,30.982603,36.957184
Healthy,1.9631349,4.126706,2.932298,8.441057,9.84274,30.952696,35.39632
Healthy,1.96576,4.279935,2.741062,8.345289,9.771136,31.342237,32.637314
Healthy,1.9683839,4.41401,2.549525,8.249521,9.697328,31.712059,30.010664
Healthy,1.971009,4.701015,2.147599,8.441057,9.897635,31.478537,24.552689
Healthy,1.9736329,5.102942,1.649904,8.804677,10.309439,31.346119,17.917273
Healthy,1.976258,5.217864,1.592443,8.977059,10.504741,31.287497,16.971701
Healthy,1.978882,5.007174,1.898901,8.957906,10.436555,30.871508,20.768539
Healthy,1.9815069,4.758476,2.147599,8.842984,10.269062,30.556452,24.290646
Healthy,1.9841309,4.279935,2.62614,8.632295,9.986539,30.186527,31.533003
Healthy,1.986756,4.050091,2.913145,8.536825,9.887721,30.30217,35.726665
Healthy,1.9893799,4.126706,2.932298,8.421904,9.826319,31.010138,35.39632
Healthy,1.992005,4.184167,2.951452,8.326136,9.774603,31.590567,35.198601
Healthy,1.9946289,4.509479,2.645294,8.1346,9.669783,32.728798,30.396202
Healthy,1.997254,4.624401,2.41575,8.268675,9.777112,32.25111,27.582203
Healthy,1.9998779,4.739322,2.185906,8.40275,9.891692,31.845331,24.760456
Healthy,2.0025029,4.892551,2.032677,8.613141,10.112123,31.595957,22.56111
Healthy,2.005127,4.968866,2.013524,8.747216,10.259518,31.504923,22.059168
Healthy,2.0077519,4.892551,2.166753,8.670602,10.188779,31.679924,23.887005
Healthy,2.010376,4.509479,2.587833,8.574833,10.027963,31.230074,29.85001
Healthy,2.013001,4.433164,2.645294,8.670602,10.091078,30.769264,30.824764
Healthy,2.015625,4.279935,2.760215,8.862138,10.221258,29.884678,32.818775
Healthy,2.01825,4.337396,2.702754,8.747216,10.13073,30.295639,31.928205
Healthy,2.020874,4.433164,2.549525,8.613141,10.016947,30.69948,29.903334
Healthy,2.023499,4.528633,2.396596,8.479364,9.90716,31.142637,27.888224
Healthy,2.026123,4.949713,1.78398,8.498518,9.995351,31.761446,19.820219
Healthy,2.028748,5.083788,1.669058,8.708909,10.221337,31.566599,18.17552
Healthy,2.0313721,5.217864,1.535282,8.900445,10.430777,31.429007,16.395767
Healthy,2.0339971,5.083788,1.78398,8.919599,10.420495,31.133286,19.336758
Healthy,2.0366211,4.701015,2.281674,8.823831,10.255027,30.634029,25.889978
Healthy,2.0392458,4.471471,2.530372,8.689755,10.094983,30.593538,29.505198
Healthy,2.0418699,4.203321,2.875137,8.574833,9.973067,30.705982,34.372738
Healthy,2.0444949,4.203321,2.932298,8.517672,9.940674,31.035225,34.900196
Healthy,2.0471189,4.241628,3.066374,8.421904,9.915771,31.85957,35.864063
Healthy,2.0497439,4.433164,2.798522,8.326136,9.839167,32.19672,32.262981
Healthy,2.0523679,4.56694,2.549525,8.383596,9.881382,31.959391,29.172739
Healthy,2.0549929,4.681861,2.300828,8.441057,9.922957,31.716536,26.171089
Healthy,2.0576169,5.026327,1.78398,8.728063,10.228667,31.428207,19.541151
Healthy,2.0602419,4.98802,1.918055,8.728063,10.234176,31.478636,21.033363
Healthy,2.062866,4.949713,2.032677,8.728063,10.2377,31.510836,22.326275
Healthy,2.065491,4.605247,2.434903,8.670602,10.115156,30.997572,27.866468
Healthy,2.068115,4.184167,2.951452,8.651448,10.053153,30.619289,35.198601
Healthy,2.07074,4.088398,3.04722,8.689755,10.075336,30.404043,36.698395
Healthy,2.073365,4.069245,3.123835,8.555679,9.975808,30.947073,37.512344
Healthy,2.075989,4.126706,3.008913,8.441057,9.865835,31.175611,36.096981
Healthy,2.078614,4.260781,2.779369,8.230368,9.675645,31.720036,33.116989
Healthy,2.081238,4.586093,2.281674,8.345289,9.791943,31.541573,26.451273
Healthy,2.083863,4.758476,2.090138,8.555679,10.010565,31.277256,23.713257
Healthy,2.0864871,4.930859,1.898901,8.76637,10.235645,31.079145,21.061974
Healthy,2.089112,5.045481,1.84144,9.091681,10.559661,30.572939,20.050478
Healthy,2.0917361,4.83509,2.051831,8.957906,10.384228,30.38509,22.994545
Healthy,2.0943608,4.624401,2.281674,8.823831,10.220132,30.302063,26.261681
Healthy,2.0969849,4.337396,2.702754,8.670602,10.064651,30.515644,31.928205
Healthy,2.0996099,3.99293,3.219603,8.498518,9.926436,31.112988,38.880131
Healthy,2.1022339,3.954623,3.353678,8.479364,9.939105,31.44607,40.299274
Healthy,2.1048589,4.088398,3.162142,8.345289,9.816211,31.771591,37.719898
Healthy,2.1074829,4.222474,2.932298,8.306982,9.769012,31.751329,34.778057
Healthy,2.1101079,4.490325,2.472911,8.249521,9.712513,31.856741,28.842447
Healthy,2.1127319,4.758476,2.128445,8.479364,9.953542,31.581705,24.098759
Healthy,2.1153569,4.739322,2.147599,8.593987,10.046391,31.192694,24.377407
Healthy,2.117981,4.720169,2.166753,8.689755,10.123569,30.866083,24.65708
Healthy,2.1206059,4.433164,2.511218,8.76637,10.139448,30.165154,29.529902
Healthy,2.12323,4.318242,2.664447,8.728063,10.095819,30.17178,31.67547
Healthy,2.125855,4.203321,2.798522,8.689755,10.050447,30.161354,33.65522
Healthy,2.128479,4.069245,3.008913,8.555679,9.94042,30.605185,36.480255
Healthy,2.131104,3.954623,3.142988,8.364443,9.771455,31.128735,38.476379
Healthy,2.133728,3.954623,3.085527,8.287828,9.687498,31.183001,37.962532
Healthy,2.136353,4.260781,2.645294,8.345289,9.736307,31.004057,31.833958
Healthy,2.1389771,4.471471,2.41575,8.517672,9.9187,30.823614,28.380505
Healthy,2.141602,4.892551,1.975516,8.862138,10.313932,30.768703,21.987886
Healthy,2.1442261,4.949713,1.937208,9.034221,10.481869,30.470512,21.374279
Healthy,2.1468508,4.796783,2.109292,8.957906,10.377973,30.326136,23.736557
Healthy,2.1494751,4.643554,2.281674,8.862138,10.261877,30.276989,26.167828
Healthy,2.1521001,4.203321,2.894291,8.651448,10.044519,30.535976,34.550228
Healthy,2.1547241,4.126706,3.066374,8.613141,10.03088,30.833256,36.614418
Healthy,2.1573491,4.050091,3.238756,8.574833,10.021005,31.164402,38.648449
Healthy,2.1599731,4.050091,3.200449,8.421904,9.877984,31.505133,38.316376
Healthy,2.1625979,4.165013,2.989759,8.172907,9.647923,32.10067,35.67181
Healthy,2.1652219,4.279935,2.83683,8.077438,9.571335,32.443619,33.537243
Healthy,2.1678469,4.586093,2.434903,8.230368,9.73139,32.247128,27.965258
Healthy,2.170471,4.624401,2.358289,8.40275,9.876883,31.706751,27.020052
Healthy,2.1730959,4.720169,2.185906,8.747216,10.177032,30.738876,24.848816
Healthy,2.17572,4.56694,2.377442,8.823831,10.216123,30.263567,27.500433
Healthy,2.178345,4.433164,2.568679,8.747216,10.1373,30.359133,30.08901
Healthy,2.180969,4.318242,2.760215,8.670602,10.072008,30.586573,32.586666
Healthy,2.183594,3.973776,3.277064,8.460211,9.904807,31.33382,39.511459
Healthy,2.186219,3.954623,3.238756,8.441057,9.868133,31.197653,39.316784
Healthy,2.188843,3.935469,3.219603,8.421904,9.837795,31.121157,39.28656
Healthy,2.191468,4.184167,2.894291,8.383596,9.806572,31.251785,34.672558
Healthy,2.194092,4.681861,2.339135,8.441057,9.93191,31.800001,26.54747
Healthy,2.196717,4.873397,2.128445,8.517672,10.041465,31.978172,23.593191
Healthy,2.1993411,5.007174,1.898901,8.747216,10.256287,31.475462,20.768539
Healthy,2.201966,5.160402,1.956362,8.76637,10.358878,32.192131,20.762238
Healthy,2.2045901,5.064634,2.070984,8.804677,10.36638,31.859037,22.240189
Healthy,2.2072151,4.796783,2.472911,8.689755,10.229187,31.842024,27.272705
Healthy,2.2098391,4.528633,2.683601,8.651448,10.127082,31.318798,30.650358
Healthy,2.2124641,4.356549,2.913145,8.613141,10.082268,31.319048,33.769924
Healthy,2.2150881,4.012084,3.238756,8.40275,9.858629,31.534613,38.91222
Healthy,2.2177129,3.916315,3.353678,8.249521,9.728272,32.005798,40.574604
Healthy,2.2203369,4.012084,3.277064,8.077438,9.595883,32.673473,39.241898
Healthy,2.2229619,4.107553,2.913145,8.1346,9.567138,31.759525,35.344902
Healthy,2.2255859,4.701015,2.166753,8.421904,9.885485,31.575987,24.745527
Healthy,2.2282109,4.777629,2.013524,8.651448,10.086009,30.933197,22.852905
Healthy,2.230835,4.873397,2.032677,8.823831,10.283081,30.896969,22.640848
Healthy,2.2334599,4.854244,2.032677,8.670602,10.142721,31.255779,22.721123
Healthy,2.236084,4.643554,2.41575,8.383596,9.883478,31.978863,27.485128
Healthy,2.238709,4.547786,2.606986,8.249521,9.774116,32.433216,29.823185
Healthy,2.241333,4.241628,2.989759,8.1346,9.648927,32.535599,35.178528
Healthy,2.243958,4.203321,2.989759,8.211214,9.696938,32.136391,35.423679
Healthy,2.246582,4.107553,2.989759,8.172907,9.623256,31.865786,36.049706
Healthy,2.249207,4.279935,2.798522,8.077438,9.560051,32.337082,33.179482
Healthy,2.2518311,4.394856,2.62614,8.000824,9.498661,32.615063,30.860365
Healthy,2.254456,4.528633,2.434903,8.249521,9.720693,31.934244,28.26552
Healthy,2.2570801,4.98802,1.726519,8.728063,10.200014,31.163815,19.09243
Healthy,2.2597051,5.045481,1.688211,8.900445,10.369419,30.869751,18.500175
Healthy,2.2623291,5.102942,1.649904,9.053374,10.522632,30.641657,17.917273
Healthy,2.2649541,4.892551,1.975516,9.015067,10.445629,30.339579,21.987886
Healthy,2.2675781,4.471471,2.492065,8.76637,10.151536,30.282333,29.132038
Healthy,2.2702029,4.279935,2.741062,8.632295,10.017373,30.488348,32.637314
Healthy,2.2728269,4.088398,2.989759,8.479364,9.876906,30.850969,36.177216
Healthy,2.2754519,4.14586,2.970606,8.345289,9.780415,31.431372,35.622486
Healthy,2.2780759,4.279935,2.932298,8.096292,9.615933,32.651649,34.416092
Healthy,2.2807009,4.490325,2.587833,8.058285,9.581016,32.746941,29.955404
Healthy,2.283325,4.605247,2.377442,8.230368,9.726227,32.198883,27.304884
Healthy,2.2859499,4.701015,2.147599,8.40275,9.864985,31.594719,24.552689
Healthy,2.288574,4.949713,1.860594,8.938752,10.3857,30.607117,20.601212
Healthy,2.291199,4.873397,2.013524,8.862138,10.312215,30.752672,22.448765
Healthy,2.293823,4.796783,2.166753,8.785523,10.241551,30.926054,24.309149
Healthy,2.296448,4.490325,2.568679,8.670602,10.096558,30.821453,29.771603
Healthy,2.299073,4.356549,2.683601,8.842984,10.216634,30.054693,31.63275
Healthy,2.301697,4.299088,2.721908,8.919599,10.268894,29.70323,32.339378
Healthy,2.304322,4.337396,2.664447,8.76637,10.137136,30.142656,31.562263
Healthy,2.306946,4.433164,2.530372,8.632295,10.028571,30.596832,29.716965
Healthy,2.309571,4.605247,2.262521,8.364443,9.812808,31.526266,26.164513
Healthy,2.3121951,4.873397,1.822287,8.555679,10.01351,31.304985,20.502043
Healthy,2.3148201,5.007174,1.688211,8.76637,10.235775,31.080351,18.631975
Healthy,2.3174441,5.141249,1.57329,8.977059,10.463999,30.918451,17.014801
Healthy,2.3200691,4.930859,2.051831,9.034221,10.494785,30.590157,22.593189
Healthy,2.3226931,4.720169,2.319981,8.900445,10.338289,30.579906,26.174297
Healthy,2.3253179,4.509479,2.587833,8.76637,10.192228,30.671808,29.85001
Healthy,2.3279419,4.260781,2.932298,8.613141,10.046832,30.985323,34.536011
Healthy,2.3305669,4.279935,3.04722,8.460211,9.958843,31.840782,35.450039
Healthy,2.3331909,4.279935,3.104681,8.383596,9.911689,32.239109,35.957272
Healthy,2.3358159,4.41401,2.855983,8.287828,9.814694,32.389015,32.903954
Healthy,2.3384399,4.528633,2.606986,8.383596,9.878744,31.934858,29.927633
Healthy,2.3410649,4.758476,2.109292,8.555679,10.014582,31.315065,23.906296
Healthy,2.343689,4.98802,1.84144,8.823831,10.302001,31.072357,20.262766
Healthy,2.346314,4.949713,1.918055,8.804677,10.281096,31.085827,21.181763
Healthy,2.348938,4.930859,2.013524,8.804677,10.290286,31.170597,22.212723
Healthy,2.351563,4.375703,2.779369,8.651448,10.085595,30.92927,32.422989
Healthy,2.354187,4.279935,2.875137,8.689755,10.104261,30.682411,33.892067
Healthy,2.356812,4.203321,2.989759,8.728063,10.138326,30.582458,35.423679
Healthy,2.359436,4.126706,3.066374,8.593987,10.014438,30.889414,36.614418
Healthy,2.362061,4.184167,2.875137,8.326136,9.75183,31.372322,34.494778
Healthy,2.3646851,4.222474,2.779369,8.19206,9.626216,31.677692,33.354206
Healthy,2.36731,4.490325,2.300828,8.306982,9.719196,31.27356,27.130449
Healthy,2.3699341,4.681861,2.109292,8.536825,9.962245,31.027744,24.252716
Healthy,2.3725591,5.026327,1.726519,9.015067,10.465002,30.520319,18.957346
Healthy,2.3751831,5.026327,1.822287,9.129989,10.580235,30.352976,19.92803
Healthy,2.3778079,4.83509,2.032677,8.977059,10.396993,30.296261,22.801939
Healthy,2.3804319,4.643554,2.262521,8.823831,10.224558,30.344481,25.977148
Healthy,2.3830569,4.088398,3.085527,8.498518,9.922716,31.077379,37.041973
Healthy,2.3856809,4.050091,3.200449,8.460211,9.910666,31.389406,38.316376
Healthy,2.3883059,4.012084,3.334524,8.441057,9.92307,31.717587,39.730659
Healthy,2.3909299,4.088398,3.200449,8.306982,9.796113,32.006542,38.054283
Healthy,2.3935549,4.260781,2.817676,8.230368,9.686718,31.825844,33.476864
Healthy,2.396179,4.375703,2.587833,8.211214,9.657519,31.762159,30.600479
Healthy,2.3988039,4.662708,2.224213,8.441057,9.896435,31.467194,25.502161
Healthy,2.401428,4.681861,2.224213,8.555679,10.003329,31.208963,25.411005
Healthy,2.404053,4.739322,2.262521,8.76637,10.219071,30.924631,25.519495
Healthy,2.406677,4.509479,2.549525,8.747216,10.166084,30.634968,29.482529
Healthy,2.409302,4.394856,2.702754,8.728063,10.13897,30.588619,31.590738
Healthy,2.411927,4.279935,2.83683,8.689755,10.093428,30.578606,33.537243
Healthy,2.414551,3.99293,3.219603,8.441057,9.877286,31.285221,38.880131
Healthy,2.417176,4.012084,3.181295,8.364443,9.80721,31.472912,38.411903
Healthy,2.4198,4.012084,3.142988,8.287828,9.729506,31.589373,38.074459
Healthy,2.422425,4.279935,2.721908,8.326136,9.749418,31.349072,32.455116
Healthy,2.4250491,4.643554,2.262521,8.651448,10.076167,30.83968,25.977148
Healthy,2.4276741,4.815937,2.032677,8.804677,10.2395,30.697594,22.883299
Healthy,2.4302981,4.892551,1.956362,8.977059,10.409227,30.411329,21.794764
Healthy,2.4329228,4.777629,2.128445,8.900445,10.323465,30.440395,24.013086
Healthy,2.4355469,4.547786,2.472911,8.76637,10.180712,30.562355,28.535645
Healthy,2.4381719,4.260781,2.913145,8.651448,10.074137,30.820333,34.360863
Healthy,2.4407959,4.165013,3.085527,8.613141,10.052563,31.039675,36.531807
Healthy,2.4434209,4.050091,3.25791,8.593987,10.043597,31.166361,38.813339
Healthy,2.4460449,4.030938,3.219603,8.306982,9.778561,31.841616,38.61517
Healthy,2.4486699,4.14586,3.04722,8.19206,9.67386,32.132065,36.316006
Healthy,2.4512939,4.260781,2.894291,8.096292,9.595891,32.464424,34.187733
Healthy,2.4539189,4.56694,2.472911,8.230368,9.731967,32.25251,28.434704
Healthy,2.456543,4.930859,1.956362,8.555679,10.066795,31.800177,21.641142
Healthy,2.459168,4.98802,1.84144,8.747216,10.236457,31.293692,20.262766
Healthy,2.461792,4.873397,2.013524,8.842984,10.295759,30.807175,22.448765
Healthy,2.464417,4.758476,2.20506,8.728063,10.182556,31.001001,24.862827
Healthy,2.467041,4.509479,2.568679,8.498518,9.957828,31.410971,29.666605
Healthy,2.469666,4.260781,2.913145,8.345289,9.812468,31.736284,34.360863
Healthy,2.47229,4.222474,2.894291,8.364443,9.806636,31.46743,34.42865
Healthy,2.474915,4.203321,2.875137,8.383596,9.809129,31.276382,34.372738
Healthy,2.4775391,4.375703,2.530372,8.383596,9.789497,31.08672,30.039843
Healthy,2.4801641,4.547786,2.319981,8.40275,9.832135,31.282104,27.027683
Healthy,2.4827881,4.739322,2.128445,8.441057,9.911756,31.611605,24.185007
Healthy,2.4854131,4.911705,1.879748,8.689755,10.15727,31.18269,20.942238
Healthy,2.4880371,4.854244,1.994669,8.804677,10.250109,30.797331,22.338373
Healthy,2.4906619,4.83509,2.051831,8.881291,10.318209,30.600267,22.994545
Healthy,2.4932859,4.586093,2.472911,8.76637,10.197882,30.725325,28.334412
Healthy,2.4959109,4.41401,2.702754,8.689755,10.114357,30.778662,31.479666
Healthy,2.4985349,4.088398,3.181295,8.536825,9.985641,31.250204,37.887466
Healthy,2.5011599,3.954623,3.315371,8.40275,9.860879,31.555906,39.974895
Healthy,2.5037839,4.030938,3.219603,8.249521,9.729795,32.020134,38.61517
Healthy,2.5064089,4.107553,3.142988,8.096292,9.607305,32.571255,37.422241
Healthy,2.509033,4.662708,2.396596,8.153753,9.693721,32.739552,27.202816
Healthy,2.511658,4.758476,2.224213,8.383596,9.893175,32.068699,25.052393
Healthy,2.514282,4.854244,2.032677,8.593987,10.077305,31.481794,22.721123
Healthy,2.516907,4.873397,2.013524,8.785523,10.246449,30.971727,22.448765
Healthy,2.519531,4.796783,2.185906,8.842984,10.294935,30.799484,24.498875
Healthy,2.522156,4.701015,2.358289,8.708909,10.173798,31.128107,26.640871
