,,,,,,,
Condition,Time (s),X (m/s2),Y (m/s2),Z (m/s2),R (m/s2),Theta (deg),Phi (deg)
Healthy,0.170594,5.007174,1.42036,9.24491,10.609316,29.378784,15.836786
Healthy,0.173218,5.122095,1.382053,9.417294,10.808855,29.39493,15.100058
Healthy,0.175843,4.98802,1.592443,9.321525,10.691447,29.323624,17.70587
Healthy,0.178467,4.720169,1.994669,9.129989,10.469737,29.303885,22.908157
Healthy,0.181092,4.394856,2.472911,8.977059,10.296487,29.3249,29.365721
Healthy,0.183716,4.279935,2.664447,8.881291,10.212465,29.581772,31.904076
Healthy,0.186341,4.165013,2.875137,8.804677,10.155594,29.890654,34.61758
Healthy,0.188965,3.99293,3.028067,8.536825,9.898993,30.413624,37.175117
Healthy,0.19159,4.107553,2.855983,8.40275,9.779306,30.768885,34.810905
Healthy,0.194214,4.222474,2.683601,8.287828,9.680862,31.118044,32.438072
Healthy,0.196839,4.586093,2.281674,8.40275,9.840961,31.366568,26.451273
Healthy,0.199463,5.007174,1.803133,8.670602,10.173614,31.541252,19.804455
Healthy,0.202088,5.083788,1.726519,8.785523,10.296174,31.429728,18.758139
Healthy,0.204712,4.968866,1.937208,8.862138,10.343108,31.039085,21.299284
Healthy,0.207337,4.815937,2.166753,8.728063,10.20133,31.176035,24.2236
Healthy,0.209961,4.547786,2.606986,8.460211,9.952582,31.782694,29.823185
Healthy,0.212586,4.260781,2.970606,8.249521,9.748506,32.19556,34.884109
Healthy,0.21521,4.222474,2.951452,8.1346,9.628711,32.346539,34.95303
Healthy,0.217835,4.165013,2.932298,8.019978,9.500829,32.420677,35.146732
Healthy,0.220459,4.375703,2.587833,7.790134,9.302142,33.12756,30.600479
Healthy,0.223084,4.586093,2.358289,7.77098,9.326409,33.568726,27.213409
Healthy,0.225708,4.796783,2.147599,7.751827,9.365476,34.136562,24.118851
Healthy,0.228333,5.026327,1.918055,7.924209,9.57789,34.173149,20.886938
Healthy,0.230957,5.198709,1.764826,8.115446,9.798043,34.07835,18.751007
Healthy,0.233582,5.160402,1.84144,8.1346,9.807771,33.962486,19.638458
Healthy,0.236206,4.873397,2.281674,8.077438,9.705723,33.671024,25.088507
Healthy,0.238831,4.662708,2.530372,8.039131,9.631783,33.420986,28.487928
Healthy,0.241455,4.241628,3.04722,7.962516,9.522532,33.261475,35.693779
Healthy,0.24408,4.069245,3.162142,7.828441,9.372427,33.35677,37.850182
Healthy,0.246704,4.088398,3.085527,7.713519,9.259258,33.585617,37.041973
Healthy,0.249329,4.107553,3.008913,7.579743,9.131158,33.891338,36.223965
Healthy,0.251953,4.394856,2.530372,7.503129,9.056185,34.054134,29.931511
Healthy,0.254578,4.471471,2.358289,7.77098,9.270583,33.045189,27.807514
Healthy,0.257202,4.547786,2.185906,8.019978,9.475262,32.176437,25.671398
Healthy,0.259827,4.547786,2.185906,8.249521,9.670323,31.452171,25.671398
Healthy,0.262451,4.433164,2.41575,8.421904,9.819228,30.94124,28.587149
Healthy,0.265076,4.337396,2.606986,8.345289,9.759776,31.232557,31.007919
Healthy,0.2677,4.050091,3.008913,8.268675,9.686475,31.391184,36.60957
Healthy,0.270325,4.012084,2.989759,8.40275,9.779656,30.772327,36.693062
Healthy,0.272949,3.954623,2.970606,8.670602,9.982128,29.702196,36.912888
Healthy,0.275574,4.126706,2.721908,8.574833,9.89779,29.964144,33.408192
Healthy,0.278198,4.356549,2.492065,8.536825,9.902893,30.452047,29.770731
Healthy,0.280823,4.56694,2.262521,8.479364,9.893208,31.008652,26.354404
Healthy,0.283448,5.102942,1.630751,8.670602,10.19209,31.71007,17.722357
Healthy,0.286072,5.217864,1.535282,8.881291,10.414438,31.483957,16.395767
Healthy,0.288697,5.332785,1.458667,9.091681,10.640722,31.303913,15.297826
Healthy,0.291321,5.179556,1.803133,9.072528,10.601408,31.153412,19.194286
Healthy,0.293946,4.815937,2.41575,8.977059,10.469799,30.971409,26.639061
Healthy,0.29657,4.605247,2.683601,8.881291,10.357961,30.970062,30.230503
Healthy,0.299195,4.337396,2.951452,8.747216,10.199895,30.954165,34.233974
Healthy,0.301819,4.337396,2.951452,8.632295,10.101514,31.289444,34.233974
Healthy,0.304444,4.318242,2.951452,8.40275,9.897701,31.901295,34.352009
Healthy,0.307068,4.528633,2.62614,8.326136,9.835124,32.159298,30.109312
Healthy,0.309693,4.643554,2.396596,8.517672,9.992847,31.528866,27.298819
Healthy,0.312317,4.777629,2.166753,8.708909,10.16689,31.063589,24.395264
Healthy,0.314942,5.083788,1.78398,9.187449,10.650667,30.388269,19.336758
Healthy,0.317566,5.026327,1.937208,9.110835,10.584142,30.59341,21.077278
Healthy,0.320191,4.949713,2.090138,9.053374,10.527674,30.687952,22.893101
Healthy,0.322815,4.624401,2.511218,8.977059,10.405714,30.378351,28.503576
Healthy,0.32544,4.203321,3.008913,9.015067,10.391963,29.830156,35.596676
Healthy,0.328064,4.088398,3.066374,9.149142,10.479716,29.186922,36.870571
Healthy,0.330689,4.069245,3.028067,8.996213,10.327622,29.415304,36.654217
Healthy,0.333313,4.14586,2.855983,8.842984,10.175616,29.653107,34.562023
Healthy,0.335938,4.299088,2.511218,8.517672,9.866058,30.307354,30.2904
Healthy,0.338562,4.624401,2.032677,8.708909,10.067867,30.114979,23.728117
Healthy,0.341187,4.777629,1.879748,8.938752,10.308272,29.871618,21.477045
Healthy,0.343811,4.949713,1.726519,9.187449,10.577795,29.708275,19.22938
Healthy,0.346436,5.045481,1.78398,9.455601,10.864983,29.508554,19.472561
Healthy,0.34906,4.83509,2.070984,9.283217,10.669827,29.536263,23.186605
Healthy,0.351685,4.643554,2.339135,9.091681,10.473433,29.76478,26.736137
Healthy,0.354309,4.318242,2.741062,8.938752,10.298636,29.778151,32.40588
Healthy,0.356934,3.973776,3.238756,8.670602,10.072724,30.593464,39.181149
Healthy,0.359558,3.935469,3.334524,8.574833,10.006734,31.02903,40.274616
Healthy,0.362183,4.050091,3.066374,8.421904,9.835361,31.097666,37.12981
Healthy,0.364807,4.184167,2.83683,8.441057,9.83902,30.916557,34.136936
Healthy,0.367432,4.471471,2.358289,8.498518,9.888396,30.745846,27.807514
Healthy,0.370056,4.758476,2.070984,8.728063,10.154366,30.735256,23.519644
Healthy,0.372681,4.758476,2.166753,8.708909,10.157904,30.97934,24.481955
Healthy,0.375305,4.777629,2.262521,8.708909,10.18773,31.25761,25.340622
Healthy,0.37793,4.528633,2.760215,8.613141,10.115013,31.622568,31.362434
Healthy,0.380554,4.433164,2.894291,8.632295,10.126518,31.521452,33.139416
Healthy,0.383179,4.318242,3.028067,8.670602,10.148682,31.311176,35.039165
Healthy,0.385803,4.203321,3.142988,8.517672,10.004849,31.640722,36.786911
Healthy,0.388428,4.107553,3.142988,8.19206,9.688148,32.266357,37.422241
Healthy,0.391052,4.126706,3.028067,8.039131,9.530295,32.484764,36.270226
Healthy,0.393677,4.41401,2.530372,8.115446,9.578451,32.085026,29.823889
Healthy,0.396302,4.605247,2.339135,8.345289,9.814465,31.755133,26.927301
Healthy,0.398926,4.949713,1.956362,8.785523,10.271925,31.207685,21.56629
Healthy,0.401551,4.98802,2.032677,8.900445,10.403367,31.181107,22.171476
Healthy,0.404175,4.796783,2.262521,8.747216,10.229464,31.229193,25.25206
Healthy,0.4068,4.605247,2.472911,8.574833,10.042478,31.366385,28.23477
Healthy,0.409424,4.069245,3.142988,8.249521,9.720686,31.934179,37.681648
Healthy,0.412049,4.012084,3.296217,8.249521,9.747639,32.187466,39.405582
Healthy,0.414673,3.954623,3.449147,8.268675,9.793194,32.399918,41.094318
Healthy,0.417298,4.030938,3.296217,8.1346,9.658427,32.623837,39.273884
Healthy,0.419922,4.184167,2.894291,7.905056,9.400749,32.76511,34.672558
Healthy,0.422547,4.279935,2.664447,7.828441,9.31137,32.781654,31.904076
Healthy,0.425171,4.586093,2.281674,8.039131,9.532362,32.504269,26.451273
Healthy,0.427796,4.605247,2.339135,8.172907,9.668312,32.292774,26.927301
Healthy,0.43042,4.643554,2.434903,8.441057,9.936941,31.846762,27.670807
Healthy,0.433045,4.394856,2.779369,8.421904,9.897884,31.692575,32.309834
Healthy,0.435669,4.260781,2.894291,8.421904,9.872165,31.449984,34.187733
Healthy,0.438294,4.14586,3.028067,8.40275,9.847007,31.424232,36.143768
Healthy,0.440918,3.839701,3.353678,8.326136,9.762939,31.479086,41.134666
Healthy,0.443543,3.878008,3.277064,8.306982,9.735709,31.433197,40.199074
Healthy,0.446167,3.897162,3.200449,8.287828,9.701487,31.319231,39.393719
Healthy,0.448792,4.222474,2.702754,8.345289,9.7354,30.995173,32.622814
Healthy,0.451416,4.758476,1.956362,8.574833,9.99991,30.963976,22.349136
Healthy,0.454041,5.007174,1.726519,8.747216,10.225774,31.195082,19.024656
Healthy,0.456665,5.102942,1.688211,8.900445,10.397499,31.12763,18.305819
Healthy,0.45929,4.949713,1.879748,8.823831,10.290437,30.965336,20.795227
Healthy,0.461914,4.624401,2.243367,8.651448,10.063067,30.714527,25.878727
Healthy,0.464539,4.279935,2.721908,8.517672,9.913493,30.773142,32.455116
Healthy,0.467163,4.184167,2.894291,8.517672,9.921436,30.85009,34.672558
Healthy,0.469788,4.088398,3.066374,8.517672,9.933196,30.963465,36.870571
Healthy,0.472412,3.99293,3.162142,8.40275,9.825927,31.222466,38.376942
Healthy,0.475037,4.107553,2.951452,8.326136,9.742053,31.277889,35.698864
Healthy,0.477661,4.203321,2.741062,8.230368,9.639516,31.370886,33.1091
Healthy,0.480286,4.586093,2.300828,8.40275,9.845419,31.409103,26.642767
Healthy,0.48291,5.007174,1.84144,8.708909,10.213119,31.491478,20.191526
Healthy,0.485535,5.064634,1.822287,8.862138,10.368642,31.272757,19.789045
Healthy,0.488159,4.873397,2.090138,8.862138,10.327447,30.894402,23.213879
Healthy,0.490784,4.739322,2.243367,8.804677,10.247742,30.775118,25.330622
Healthy,0.493408,4.471471,2.568679,8.651448,10.071729,30.797363,29.875626
Healthy,0.496033,4.222474,2.855983,8.536825,9.943003,30.842909,34.073505
Healthy,0.498657,4.222474,2.817676,8.555679,9.948277,30.681602,33.715363
Healthy,0.501282,4.203321,2.779369,8.555679,9.929373,30.497244,33.473942
Healthy,0.503906,4.490325,2.281674,8.613141,9.977737,30.318127,26.936543
Healthy,0.506531,4.720169,2.032677,8.689755,10.095722,30.600637,23.298479
Healthy,0.509156,4.930859,1.78398,8.76637,10.21495,30.886013,19.890072
Healthy,0.51178,5.083788,1.649904,8.919599,10.398381,30.930964,17.98044
Healthy,0.514405,5.122095,1.688211,9.034221,10.521552,30.835829,18.241905
Healthy,0.517029,5.007174,1.84144,8.977059,10.442715,30.722912,20.191526
Healthy,0.519654,4.643554,2.339135,8.804677,10.225286,30.563181,26.736137
Healthy,0.522278,4.509479,2.530372,8.76637,10.177791,30.534491,29.297781
Healthy,0.524903,4.260781,2.932298,8.670602,10.096136,30.817442,34.536011
Healthy,0.527527,4.222474,2.932298,8.593987,10.014204,30.887178,34.778057
Healthy,0.530152,4.337396,2.760215,8.479364,9.91622,31.229158,32.471706
Healthy,0.532776,4.452317,2.587833,8.364443,9.822622,31.619467,30.166559
Healthy,0.535401,4.949713,1.975516,8.364443,9.917974,32.503136,21.757793
Healthy,0.538025,5.026327,1.918055,8.517672,10.074405,32.276985,20.886938
Healthy,0.54065,5.102942,1.860594,8.651448,10.215155,32.121456,20.032467
Healthy,0.543274,4.949713,2.109292,8.670602,10.204318,31.82102,23.081001
Healthy,0.545899,4.643554,2.511218,8.574833,10.069587,31.618517,28.404371
Healthy,0.548523,4.471471,2.664447,8.441057,9.916894,31.659805,30.789749
Healthy,0.551148,4.14586,2.989759,8.345289,9.786249,31.487221,35.797009
Healthy,0.553772,4.14586,2.989759,8.40275,9.835295,31.312386,35.797009
Healthy,0.556397,4.126706,2.951452,8.536825,9.930667,30.723513,35.572643
Healthy,0.559021,4.41401,2.530372,8.555679,9.954191,30.738924,29.823889
Healthy,0.561646,4.605247,2.281674,8.593987,10.013538,30.880812,26.356159
Healthy,0.56427,4.815937,2.032677,8.651448,10.108046,31.140999,22.883299
Healthy,0.5668949,5.217864,1.592443,8.881291,10.423018,31.56089,16.971701
Healthy,0.569519,5.179556,1.726519,8.900445,10.44158,31.525881,18.43495
Healthy,0.572144,5.122095,1.860594,8.900445,10.436263,31.478262,19.963482
Healthy,0.574768,4.758476,2.319981,8.747216,10.224442,31.182749,25.991417
Healthy,0.577393,4.184167,2.970606,8.536825,9.960379,31.009892,35.37336
Healthy,0.580017,3.973776,3.142988,8.498518,9.894144,30.801752,38.341614
Healthy,0.582642,3.858855,3.142988,8.421904,9.782515,30.580639,39.16238
Healthy,0.585266,4.012084,3.028067,8.326136,9.725766,31.119583,37.043194
Healthy,0.587891,4.337396,2.798522,8.1346,9.63413,32.397392,32.830433
Healthy,0.590515,4.777629,2.358289,8.230368,9.804398,32.917202,26.271437
Healthy,0.5931399,4.873397,2.243367,8.40275,9.969398,32.55724,24.717995
Healthy,0.5957639,4.968866,2.109292,8.574833,10.132448,32.191246,23.001301
Healthy,0.598389,4.98802,2.185906,8.804677,10.352819,31.73807,23.664534
Healthy,0.601013,4.83509,2.396596,8.670602,10.212791,31.897547,26.36611
Healthy,0.603638,4.681861,2.62614,8.555679,10.100301,32.105415,29.288847
Healthy,0.606262,4.241628,2.970606,8.460211,9.919228,31.470373,35.005314
Healthy,0.608887,3.743933,3.296217,8.421904,9.788286,30.637762,41.361198
Healthy,0.6115109,3.686472,3.296217,8.479364,9.816045,30.250969,41.801128
Healthy,0.614136,3.954623,2.951452,8.479364,9.810695,30.197351,36.735073
Healthy,0.616761,4.184167,2.702754,8.498518,9.850733,30.375547,32.860359
Healthy,0.619385,4.624401,2.20506,8.536825,9.956141,30.969299,25.493275
Healthy,0.62201,4.949713,1.918055,8.747216,10.23193,31.251963,21.181763
Healthy,0.624634,4.98802,1.975516,8.804677,10.310449,31.355328,21.606146
Healthy,0.627259,5.026327,2.032677,8.862138,10.389091,31.457956,22.018707
Healthy,0.629883,4.720169,2.530372,8.804677,10.305586,31.310932,28.194717
Healthy,0.632508,4.433164,2.721908,8.747216,10.177206,30.740528,31.549416
Healthy,0.635132,4.126706,2.932298,8.708909,10.073389,30.169088,35.39632
Healthy,0.637757,3.878008,3.066374,8.613141,9.931152,29.85533,38.333721
Healthy,0.640381,3.743933,3.162142,8.40275,9.727404,30.251484,40.184578
Healthy,0.643006,3.878008,3.123835,8.268675,9.652371,31.057838,38.852333
Healthy,0.64563,4.279935,2.721908,8.268675,9.700393,31.525646,32.455116
Healthy,0.6482549,4.41401,2.530372,8.460211,9.872255,31.02212,29.823889
Healthy,0.650879,4.701015,2.147599,8.823831,10.226031,30.358578,24.552689
Healthy,0.653504,4.777629,2.185906,8.938752,10.368472,30.445801,24.585491
Healthy,0.656128,4.662708,2.377442,8.823831,10.259292,30.674225,27.016329
Healthy,0.658753,4.547786,2.587833,8.689755,10.143524,31.054157,29.641232
Healthy,0.661377,3.954623,3.181295,8.479364,9.882272,30.903008,38.81493
Healthy,0.6640019,3.839701,3.200449,8.536825,9.892601,30.350502,39.811722
Healthy,0.666626,3.724779,3.219603,8.613141,9.920989,29.752905,40.839287
Healthy,0.669251,3.878008,3.028067,8.517672,9.836609,30.012602,37.983799
Healthy,0.671875,4.203321,2.645294,8.364443,9.727764,30.699968,32.183613
Healthy,0.6744999,4.375703,2.454057,8.306982,9.704387,31.129303,29.285328
Healthy,0.677124,4.758476,2.070984,8.498518,9.957754,31.410276,23.519644
Healthy,0.679749,4.873397,2.051831,8.613141,10.106741,31.546324,22.832396
Healthy,0.682373,5.141249,2.013524,8.862138,10.441465,31.92461,21.387346
Healthy,0.684998,4.892551,2.358289,8.842984,10.377714,31.557772,25.734819
Healthy,0.687622,4.605247,2.587833,8.76637,10.234961,31.072788,29.332998
Healthy,0.6902469,4.318242,2.817676,8.689755,10.104373,30.683475,33.124664
Healthy,0.692871,3.743933,3.277064,8.498518,9.847893,30.347347,41.195652
Healthy,0.695496,3.801394,3.277064,8.364443,9.754673,30.96513,40.763603
Healthy,0.69812,3.878008,3.277064,8.230368,9.670421,31.66992,40.199074
Healthy,0.700745,4.184167,2.932298,8.172907,9.638571,32.01194,35.023087
Healthy,0.703369,4.643554,2.339135,8.249521,9.751347,32.222061,26.736137
Healthy,0.705994,4.777629,2.109292,8.383596,9.877224,31.92071,23.821142
Healthy,0.708618,4.949713,2.013524,8.574833,10.103548,31.929964,22.136297
Healthy,0.711243,4.854244,2.185906,8.517672,10.044531,32.006172,24.242434
Healthy,0.713867,4.662708,2.549525,8.383596,9.926007,32.369919,28.669432
Healthy,0.716492,4.222474,2.951452,8.326136,9.791061,31.746832,34.95303
Healthy,0.719116,4.107553,2.989759,8.383596,9.802823,31.21566,36.049706
Healthy,0.721741,4.012084,3.028067,8.460211,9.840791,30.716139,37.043194
Healthy,0.724365,3.954623,3.008913,8.40275,9.762111,30.598953,37.266045
Healthy,0.72699,4.088398,2.83683,8.306982,9.683416,30.923243,34.755741
Healthy,0.729615,4.203321,2.683601,8.211214,9.606958,31.271706,32.556107
Healthy,0.7322389,4.605247,2.243367,8.364443,9.80841,31.484358,25.972233
Healthy,0.734864,5.179556,1.669058,8.708909,10.269306,31.999542,17.860994
Healthy,0.737488,5.351939,1.57329,8.900445,10.504114,32.077618,16.381559
Healthy,0.740113,5.198709,1.822287,8.957906,10.516244,31.590246,19.316929
Healthy,0.742737,4.930859,2.070984,8.842984,10.334443,31.164976,22.78264
Healthy,0.745362,4.394856,2.568679,8.632295,10.021446,30.527876,30.305174
Healthy,0.747986,4.069245,2.894291,8.498518,9.857001,30.437658,35.422718
Healthy,0.750611,4.069245,2.951452,8.421904,9.808073,30.832357,35.953644
Healthy,0.753235,4.069245,3.008913,8.345289,9.759927,31.23402,36.480255
Healthy,0.75586,4.279935,2.798522,8.172907,9.64085,32.033607,33.179482
Healthy,0.7584839,4.471471,2.549525,8.230368,9.707373,32.021725,29.69075
Healthy,0.761109,4.643554,2.300828,8.287828,9.774687,32.017429,26.357885
Healthy,0.763733,4.930859,2.051831,8.517672,10.053562,32.088428,22.593189
Healthy,0.766358,5.141249,1.937208,8.76637,10.345746,32.076424,20.646271
Healthy,0.768982,5.102942,2.051831,8.785523,10.365108,32.047806,21.904459
Healthy,0.771607,4.720169,2.41575,8.728063,10.212488,31.279348,27.103052
Healthy,0.774231,4.56694,2.530372,8.76637,10.20338,30.777227,28.98921
Healthy,0.776856,4.260781,2.721908,8.823831,10.169711,29.812391,32.571594
Healthy,0.77948,4.165013,2.798522,8.670602,10.017904,30.058949,33.897629
Healthy,0.782105,4.241628,2.683601,8.555679,9.919312,30.398441,32.320793
Healthy,0.784729,4.299088,2.587833,8.421904,9.803443,30.786997,31.045803
Healthy,0.7873539,4.777629,2.051831,8.40275,9.881394,31.749071,23.241892
Healthy,0.789978,5.007174,1.84144,8.632295,10.147867,31.717438,20.191526
Healthy,0.792603,5.237017,1.630751,8.862138,10.422244,31.754601,17.296024
Healthy,0.795227,5.237017,1.707365,9.015067,10.5647,31.425404,18.056932
Healthy,0.797852,5.026327,2.013524,9.034221,10.532586,30.936226,21.830812
Healthy,0.800476,4.83509,2.243367,8.919599,10.390862,30.86171,24.890181
Healthy,0.8031009,4.452317,2.62614,8.76637,10.176885,30.525846,30.533663
Healthy,0.805725,4.337396,2.741062,8.728063,10.124499,30.449804,32.29126
Healthy,0.80835,4.107553,2.970606,8.632295,10.010644,30.422871,35.874672
Healthy,0.810974,4.184167,2.83683,8.460211,9.855456,30.859339,34.136936
Healthy,0.8135989,4.356549,2.645294,8.40275,9.827681,31.239328,31.266094
Healthy,0.816223,4.528633,2.454057,8.345289,9.806873,31.683403,28.453173
Healthy,0.818848,5.102942,1.898901,8.479364,10.076977,32.705475,20.411188
Healthy,0.821472,5.485714,1.898901,8.613141,10.386775,33.979134,19.093493
Healthy,0.824097,5.524022,1.879748,8.76637,10.530788,33.648613,18.792723
Healthy,0.826721,5.294478,2.147599,8.785523,10.479939,33.037048,22.078951
Healthy,0.8293459,4.815937,2.587833,8.785523,10.347732,31.893791,28.251261
Healthy,0.83197,4.662708,2.760215,8.747216,10.289481,31.776098,30.624552
Healthy,0.834595,4.394856,2.989759,8.613141,10.121246,31.679827,34.22691
Healthy,0.837219,4.126706,2.913145,8.536825,9.91935,30.61334,35.219219
Healthy,0.8398439,4.069245,2.760215,8.383596,9.719169,30.392071,34.149494
Healthy,0.842469,4.030938,2.358289,8.383596,9.596597,29.120163,30.329649
Healthy,0.845093,4.356549,1.956362,8.555679,9.798291,29.169607,24.18305
Healthy,0.847718,4.586093,1.745672,8.708909,9.996235,29.399405,20.839064
Healthy,0.850342,5.064634,1.439514,9.110835,10.522834,30.024015,15.866664
Healthy,0.852967,5.198709,1.324592,9.053374,10.523531,30.649923,14.294387
Healthy,0.8555909,5.122095,1.477821,8.977059,10.440661,30.703949,16.093847
Healthy,0.858216,5.026327,1.918055,8.842984,10.350906,31.315329,20.886938
Healthy,0.86084,4.375703,2.798522,8.689755,10.123752,30.867813,32.601334
Healthy,0.863465,4.222474,2.989759,8.670602,10.096894,30.824654,35.300732
Healthy,0.866089,4.050091,3.181295,8.498518,9.937238,31.216022,38.149185
Healthy,0.868714,3.99293,3.181295,8.326136,9.766711,31.515207,38.545456
Healthy,0.871338,4.241628,2.875137,7.943363,9.452768,32.825935,34.130917
Healthy,0.873963,4.356549,2.721908,8.058285,9.556373,32.516495,31.996538
Healthy,0.876587,4.720169,2.339135,8.19206,9.739682,32.743389,26.361258
Healthy,0.879212,4.815937,2.243367,8.441057,9.973835,32.186352,24.977118
Healthy,0.881836,4.968866,2.051831,8.804677,10.316103,31.40683,22.437561
Healthy,0.884461,4.892551,2.20506,8.938752,10.42596,30.979073,24.260963
Healthy,0.887085,4.758476,2.396596,8.804677,10.291215,31.179148,26.73201
Healthy,0.88971,4.624401,2.606986,8.708909,10.199341,31.364902,29.411947
Healthy,0.892334,3.954623,3.296217,8.479364,9.919865,31.263868,39.811543
Healthy,0.894959,3.897162,3.25791,8.517672,9.917287,30.809927,39.894608
Healthy,0.8975829,3.839701,3.219603,8.555679,9.915079,30.356714,39.979954
Healthy,0.900208,4.050091,2.875137,8.460211,9.810444,30.416512,35.370728
Healthy,0.902832,4.433164,2.454057,8.479364,9.878003,30.861616,28.967503
Healthy,0.905457,4.624401,2.224213,8.498518,9.927588,31.124004,25.686314
